FID,OBJECTID,Upstream_S,Upstream_I,Upstream_A,Downstream,Downstre_1,Downstre_2,Pipe_ID,Pipe_Geome,Horizontal,Vertical_D,Pipe_Size,Pipe_Lengt,Pipe_Mater,Condition,Comments,Enabled,COMPTYPE,COMPKEY,UNITID,UNITID2,MAINCOMP1,MAINCOMP2,PARLINENO,Date_VERIF,Dbasin,Owner,Picture_ID,Picture__1,Percent_Bl,Pipe_Quant,Pipe_Squas,SurveyDate,Verified_B,Source,Major_Wate,Year_Insta,PIPE_LININ,Downstre_3,Upstream_1,created_us,created_da,last_edite,last_edi_1,Verified_L,DOCID,OUTFALL,Shape_Leng
2287,20345,G152210,0.955000000000000,0,G152209,0.742000000000000,0,G152210-G152209,CR,30.000000000000000,0.000000000000000,30'',82.840278859999998,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020483,G152210,G152209,29,29, ,2/1/2016 0:00:00,5268,PRIVATE,G152210-G152209_1,G152210-G152209_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070902, ,82.840280969899993
2288,20346,G152307,9.150000000000000,1,G152306,8.640000000000001,1,G152307-G152306,CR,12.000000000000000,0.000000000000000,12'',45.436109770000002,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020542,G152307,G152306,30,29, ,2/1/2016 0:00:00,4909,PRIVATE, , ,999,1,999,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070903, ,45.436107704800001
2289,20347,G157309,0.108000000000000,0,G152357,-0.480000000000000,0,G157309-G152357,BX,24.000000000000000,36.000000000000000,24''X36'',4.974584850000000,CONC,F,"no actual pipe, structure w/ lenth between 2 adjacent structures",1,31,2020567,G157309,G152357,30,29, ,6/15/2012 0:00:00,3667,CON,G152357-G157309_1,G152357-G157309_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070904, ,4.777400859690000
2290,20348,G152160,7.500000000000000,0,G152159,8.330000000000000,1,G152160-G152159,CR,4.000000000000000,0.000000000000000,4'',10.695997090000001,CI,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2019882,G152160,G152159,32,29, ,2/1/2016 0:00:00,5472,PRIVATE, , ,0,0,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070905, ,10.696001211300000
2291,20349,G152528,0.000000000000000,0,G152527,7.876000000000000,0,G152528-G152527,CR,4.000000000000000,0.000000000000000,4'',9.987428150000000,CI,U, ,1,31,2020295,G152528,G152527,32,29, ,6/15/2012 0:00:00,4421,PRIVATE, , ,999,1,999,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070906, ,9.987423578490001
2292,20350,G152529,0.000000000000000,0,G152527,1.125000000000000,1,G152529-G152527,CR,6.000000000000000,0.000000000000000,6'',13.991632770000001,CI,U, ,1,31,2020385,G152529,G152527,32,29, ,6/15/2012 0:00:00,4421,PRIVATE, , ,999,1,999,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070907, ,13.991632663000001
2293,20351,G152310,0.000000000000000,0,G152307,9.210000000000001,1,G152310-G152307,CR,10.000000000000000,0.000000000000000,10'',9.463054730000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020732,G152310,G152307,32,30, ,2/1/2016 0:00:00,4909,PRIVATE, , ,0,0,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070908, ,9.463061475689999
2294,20352,G152309,0.000000000000000,0,G152307,9.170000000000000,1,G152309-G152307,CR,6.000000000000000,0.000000000000000,6'',13.280136690000001,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020733,G152309,G152307,32,30, ,2/1/2016 0:00:00,4909,PRIVATE, , ,0,0,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070909, ,13.280136603100001
2295,20353,G152308,0.000000000000000,0,G152307,9.240000000000000,1,G152308-G152307,CR,10.000000000000000,0.000000000000000,10'',12.836988370000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020734,G152308,G152307,32,30, ,2/1/2016 0:00:00,4909,PRIVATE, , ,0,0,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070910, ,12.836986094700000
2296,20354,G152544,4.618000000000000,0,G152543,4.006000000000000,0,G152544-G152543,CR,18.000000000000000,0.000000000000000,18'',62.583208620000001,RCP,G, ,1,31,2744193,G152544,G152543,29,29, ,6/15/2012 0:00:00,4490,CON, , ,0,1,0,,SW,TG,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE070911, ,62.583209603500002
2297,20355,G152235,0.000000000000000,0,G152231,1.022000000000000,1,G152235-G152231,CR,12.000000000000000,0.000000000000000,12'',14.494731260000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020932,G152235,G152231,32,30, ,2/1/2016 0:00:00,4801,PRIVATE, , ,0,0,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070912, ,14.494731350300000
2298,20356,G152150,7.000000000000000,0,G152149,6.860000000000000,1,G152150-G152149,CR,12.000000000000000,0.000000000000000,12'',16.642244949999998,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020978,G152150,G152149,32,29, ,2/1/2016 0:00:00,5496,PRIVATE, , ,0,0,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070913, ,16.642246260200000
2299,20357,G152498,0.000000000000000,0,G152497,1.044000000000000,1,G152498-G152497,CR,8.000000000000000,0.000000000000000,8'',17.502698469999999,CI,U, ,1,31,2020297,G152498,G152497,32,29, ,6/15/2012 0:00:00,4323,CON, , ,999,1,999,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070914, ,17.502700540599999
2300,20358,G152538,-0.886000000000000,0,G152482,-1.107000000000000,0,G152538-G152482,CR,36.000000000000000,0.000000000000000,36'',48.303750299999997,RCP,G, ,1,31,2020677,G152538,G152482,29,30, ,6/15/2012 0:00:00,4607,CON,G152538-G152482_1,G152538-G152482_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070915, ,48.303756432599997
2301,20359,G152485,-0.347000000000000,0,G152482,-0.507000000000000,0,G152485-G152482,CR,36.000000000000000,0.000000000000000,36'',94.784254500000003,CMC,G, ,1,31,2020678,G152485,G152482,29,30, ,6/15/2012 0:00:00,4607,CON,G152485-G152482_1,G152485-G152482_2,0,1,1,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070916, ,94.784252898299997
2302,20360,G152483,4.159000000000000,0,G152482,3.593000000000000,0,G152483-G152482,CR,15.000000000000000,0.000000000000000,15'',15.328775640000000,RCP,G, ,1,31,2020682,G152483,G152482,29,30, ,6/15/2012 0:00:00,4607,CON,G152483-G152482_1,G152483-G152482_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070917, ,15.328774738600000
2303,20361,G152336,1.365000000000000,0,G152335,-0.470000000000000,0,G152336-G152335,CR,15.000000000000000,0.000000000000000,15'',5.686787290000000,RCP,G, ,1,31,2020206,G152336,G152335,29,32, ,9/30/2014 0:00:00,4825,CON,G152336-G152335_1, ,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070918, ,5.686789815950000
2304,20362,G152361,-4.022000000000000,0,G157309,-4.880000000000000,0,G152361-G157309,BX,72.000000000000000,48.000000000000000,72''X48'',228.923254649999990,RCP,G, ,1,31,2744194,G152361,G157309,30,30, ,6/15/2012 0:00:00,3667,CON,G152361-G157309_1,G152361-G157309_2,0,1,0,2/17/2011 0:00:00,SW,TG,08,999,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,3,STPIPE070919, ,224.098034342999990
2305,20363,G152493,0.000000000000000,0,G152490,6.746000000000000,0,G152493-G152490,CR,15.000000000000000,0.000000000000000,15'',56.954048090000001,RCP,G, ,1,31,2020329,G152493,G152490,32,30, ,6/15/2012 0:00:00,4469,CON,G152493-G152490_1, ,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070920, ,56.954046528500001
2306,20364,G152313,8.619999999999999,1,G152312,8.340000000000000,1,G152313-G152312,CR,15.000000000000000,0.000000000000000,15'',163.254917040000010,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020852,G152313,G152312,29,29, ,2/1/2016 0:00:00,4995,PRIVATE,G152313-G152312_1,G152313-G152312_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070921, ,163.254921747000000
2307,20365,G152298,6.970000000000000,1,G152297,3.735000000000000,0,G152298-G152297,CR,15.000000000000000,0.000000000000000,15'',28.863487079999999,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020856,G152298,G152297,29,29, ,2/1/2016 0:00:00,5072,PRIVATE,G152298-G152297_1,G152298-G152297_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070922, ,28.863486961200000
2308,20366,G152303,4.991000000000000,0,G152302,6.187000000000000,0,G152303-G152302,CR,18.000000000000000,0.000000000000000,18'',27.791530120000001,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020858,G152303,G152302,29,29, ,2/1/2016 0:00:00,5072,PRIVATE,G152303-G152302_1,G152303-G152302_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070923, ,27.791529525300000
2309,20367,G152314,7.398000000000000,0,G152313,8.779999999999999,1,G152314-G152313,CR,18.000000000000000,0.000000000000000,18'',28.591846940000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020861,G152314,G152313,29,29, ,2/1/2016 0:00:00,5077,PRIVATE,G152314-G152313_1,G152314-G152313_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070924, ,28.591845782699998
2310,20368,G152315,9.900000000000000,1,G152314,7.498000000000000,0,G152315-G152314,CR,12.000000000000000,0.000000000000000,12'',63.793014120000002,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020862,G152315,G152314,29,29, ,2/1/2016 0:00:00,5079,PRIVATE,G152315-G152314_1,G152315-G152314_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070925, ,63.793012096399998
2311,20369,G152299,3.299000000000000,0,G152297,3.235000000000000,0,G152299-G152297,CR,15.000000000000000,0.000000000000000,15'',52.801095740000001,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020735,G152299,G152297,29,29, ,2/1/2016 0:00:00,5010,PRIVATE,G152299-G152297_1,G152299-G152297_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070926, ,52.801092620299997
2312,20370,G152302,5.187000000000000,0,G152297,3.135000000000000,0,G152302-G152297,CR,24.000000000000000,0.000000000000000,24'',119.772254110000010,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020736,G152302,G152297,29,29, ,2/1/2016 0:00:00,5042,PRIVATE,G152302-G152297_1,G152302-G152297_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070927, ,119.772253447000000
2313,20371,G152304,5.604000000000000,0,G152302,5.887000000000000,0,G152304-G152302,CR,15.000000000000000,0.000000000000000,15'',61.471386199999998,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020737,G152304,G152302,29,29, ,2/1/2016 0:00:00,5010,PRIVATE,G152304-G152302_1,G152304-G152302_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070928, ,61.471383445199997
2314,20372,G152316,6.858000000000000,0,G152314,7.398000000000000,0,G152316-G152314,CR,15.000000000000000,0.000000000000000,15'',94.992005559999996,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020748,G152316,G152314,29,29, ,2/1/2016 0:00:00,5079,PRIVATE,G152316-G152314_1,G152316-G152314_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070929, ,94.992001864599999
2315,20373,G152356,-5.158000000000000,0,G152351,-4.855000000000000,0,G152356-G152351,BX,72.000000000000000,48.000000000000000,72''X48'',26.110575059999999,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020760,G152356,G152351,30,29, ,2/1/2016 0:00:00,4825,PRIVATE,G152356-G152351_1,G152356-G152351_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070930, ,26.110571684899998
2316,20374,G152333,7.960000000000000,0,G152332,6.529000000000000,0,G152333-G152332,CR,12.000000000000000,0.000000000000000,12'',90.943787049999997,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020766,G152333,G152332,29,29, ,2/1/2016 0:00:00,4873,PRIVATE,G152333-G152332_1,G152333-G152332_2,50,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070931, ,90.943788375699995
2317,20375,G152482,-2.007000000000000,0,G152363,1.146000000000000,0,G152482-G152363,CR,36.000000000000000,0.000000000000000,36'',23.721221929999999,CMC,G, ,1,31,2020688,G152482,G152363,30,30, ,6/15/2012 0:00:00,4607,CON,G152482-G152363_1,G152482-G152363_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070932, ,23.721219505499999
2318,20376,G152481,0.000000000000000,0,G152363,-4.954000000000000,0,G152481-G152363,CR,18.000000000000000,0.000000000000000,18'',29.586441120000000,RCP,F, ,1,31,2020689,G152481,G152363,32,30, ,10/24/2014 0:00:00,4607,CON,G152481-G152363_1,G152481-G152363_2,100,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070933, ,29.586446175500001
2319,20377,G152339,9.940000000000000,1,G1573061,8.730000000000000,0,G152339-G1573061,CR,8.000000000000000,0.000000000000000,8'',113.147016850000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020832,G152339,G1573061,29,29, ,2/1/2016 0:00:00,4988,PRIVATE,G152339-G1573061_1, ,10,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070934, ,113.147015203000000
2320,20378,G152292,2.339000000000000,0,G1522891,2.354000000000000,0,G152292-G1522891,CR,24.000000000000000,0.000000000000000,24'',43.258235960000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020837,G152292,G1522891,29,30, ,2/1/2016 0:00:00,5005,PRIVATE,G152292-G1522891_1,G152292-G1522891_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070935, ,43.258233670400003
2321,20379,G152492,0.000000000000000,0,G152490,9.170000000000000,1,G152492-G152490,CR,8.000000000000000,0.000000000000000,8'',26.692649140000000,CI,U, ,1,31,2020328,G152492,G152490,32,30, ,6/15/2012 0:00:00,4469,CON, , ,999,1,999,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070936, ,26.692648127199998
2322,20380,G152491,0.000000000000000,0,G152490,9.160000000000000,1,G152491-G152490,CR,10.000000000000000,0.000000000000000,10'',18.789380710000000,CI,U, ,1,31,2020330,G152491,G152490,32,30, ,6/15/2012 0:00:00,4469,CON, , ,999,1,999,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070937, ,18.789383972200000
2323,20381,G152503,4.432000000000000,0,G152501,4.011000000000000,0,G152503-G152501,CR,15.000000000000000,0.000000000000000,15'',44.428944659999999,RCP,G, ,1,31,2020349,G152503,G152501,29,30, ,6/15/2012 0:00:00,4562,CON,G152503-G152501_1,G152503-G152501_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070938, ,44.428948024299999
2324,20382,G152148,0.381000000000000,0,G1573241,0.305000000000000,0,G152148-G1573241,CR,36.000000000000000,0.000000000000000,36'',37.781392060000002,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744195,G152148,G1573241,29,29, ,2/1/2016 0:00:00,5450,PRIVATE,G152148-G152146_1,G152148-G152146_2,10,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070939, ,37.781386844799997
2325,20383,G1573244,6.884000000000000,0,G152249,7.382000000000000,0,G1573244-G152249,CR,15.000000000000000,0.000000000000000,15'',8.300741210000000,RCP,G, ,1,31,2744510,G1573244,G152249,30,29, ,10/24/2014 0:00:00,4801,CON,G152249-G1573179_1,G152249-G1573179_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070940, ,7.293200670280000
2326,20384,G152213,7.582000000000000,0,G152212,7.313000000000000,0,G152213-G152212,CR,8.000000000000000,0.000000000000000,8'',46.832112060000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020962,G152213,G152212,29,29, ,2/1/2016 0:00:00,5180,PRIVATE,G152213-G152212_1,G152213-G152212_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070941, ,46.832111609099996
2327,20385,G152325,4.610000000000000,0,G152324,4.000000000000000,0,G152325-G152324,CR,12.000000000000000,0.000000000000000,12'',13.619721430000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020704,G152325,G152324,30,32, ,2/1/2016 0:00:00,8,PRIVATE,G152325-G152324_1, ,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070942, ,13.619721292900000
2328,20386,G152521,8.109000000000000,0,G152520,6.938000000000000,0,G152521-G152520,CR,15.000000000000000,0.000000000000000,15'',107.212789450000000,RCP,G, ,1,31,2015798,G152521,G152520,29,29, ,6/15/2012 0:00:00,3667,CON,G152521-G152520_1,G152521-G152520_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070943, ,107.212794824000000
2329,20387,G152520,6.738000000000000,0,G152518,4.483000000000000,0,G152520-G152518,CR,18.000000000000000,0.000000000000000,18'',62.314105880000000,RCP,G, ,1,31,2015810,G152520,G152518,29,29, ,6/15/2012 0:00:00,4485,CON,G152520-G152518_1,G152520-G152518_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070944, ,62.314107012999997
2330,20388,G152519,7.360000000000000,0,G152518,5.283000000000000,0,G152519-G152518,CR,15.000000000000000,0.000000000000000,15'',107.528469939999990,RCP,G, ,1,31,2015811,G152519,G152518,29,29, ,6/15/2012 0:00:00,3667,CON,G152519-G152518_1,G152519-G152518_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070945, ,107.528468883000000
2331,20389,G152534,8.352000000000000,0,G152530,8.170999999999999,0,G152534-G152530,CR,15.000000000000000,0.000000000000000,15'',47.396677169999997,RCP,G, ,1,31,2015864,G152534,G152530,29,29, ,6/15/2012 0:00:00,4419,CON,G152534-G152530_1,G152534-G152530_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070946, ,47.396674750999999
2332,20390,G152523,7.909000000000000,0,G152522,7.478000000000000,0,G152523-G152522,CR,18.000000000000000,0.000000000000000,18'',47.339756410000000,RCP,G, ,1,31,2020394,G152523,G152522,29,29, ,6/15/2012 0:00:00,4423,CON,G152523-G152522_1,G152523-G152522_2,20,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070947, ,47.339757218000003
2333,20391,G152530,8.071000000000000,0,G152522,7.678000000000000,0,G152530-G152522,CR,15.000000000000000,0.000000000000000,15'',63.578818849999998,RCP,G, ,1,31,2020395,G152530,G152522,29,29, ,6/15/2012 0:00:00,4453,CON,G152530-G152522_1,G152530-G152522_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070948, ,63.578823422299998
2334,20392,G152497,8.048000000000000,0,G152495,7.880000000000000,0,G152497-G152495,CR,15.000000000000000,0.000000000000000,15'',42.651134579999997,RCP,G, ,1,31,2020401,G152497,G152495,29,29, ,6/15/2012 0:00:00,4441,CON,G152497-G152495_1,G152497-G152495_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070949, ,42.651134921699999
2335,20393,G152546,7.340000000000000,1,G152545,4.655000000000000,0,G152546-G152545,CR,15.000000000000000,0.000000000000000,15'',85.973266989999999,RCP,F, ,1,31,2020414,G152546,G152545,29,29, ,6/15/2012 0:00:00,4439,CON,G152546-G152545_1,G152546-G152545_2,100,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070950, ,85.973266368300003
2336,20394,G152489,6.355000000000000,0,G152488,6.365000000000000,0,G152489-G152488,CR,18.000000000000000,0.000000000000000,18'',46.504858960000000,RCP,G, ,1,31,2020091,G152489,G152488,29,29, ,6/15/2012 0:00:00,4477,CON,G152489-G152488_1,G152489-G152488_2,10,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070951, ,46.504860530999999
2337,20395,G152514,8.769000000000000,0,G152512,6.375000000000000,0,G152514-G152512,CR,15.000000000000000,0.000000000000000,15'',55.909393950000002,RCP,G, ,1,31,2020101,G152514,G152512,29,30, ,6/15/2012 0:00:00,3667,CON,G152514-G152512_1,G152514-G152512_2,40,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070952, ,55.909394668700003
2338,20396,G152499,10.233000000000001,0,G152497,9.848000000000001,0,G152499-G152497,CR,6.000000000000000,0.000000000000000,6'',54.347416830000000,RCP,G, ,1,31,2020393,G152499,G152497,29,29, ,6/15/2012 0:00:00,4435,CON,G152499-G152497_1,G152499-G152497_2,0,1,0,,SW,TG,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070953, ,54.347412240499999
2339,20397,G152329,-0.274999990000000,0,G152328,-0.448000000000000,0,G152329-G152328,CR,24.000000000000000,0.000000000000000,24'',154.320817400000010,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020701,G152329,G152328,30,30, ,2/1/2016 0:00:00,4825,PRIVATE,G152329-G152328_1,G152329-G152328_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070954, ,154.320817256000000
2340,20398,G152293,5.064000000000000,0,G152292,4.539000000000000,0,G152293-G152292,CR,15.000000000000000,0.000000000000000,15'',47.821734440000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020838,G152293,G152292,29,29, ,2/1/2016 0:00:00,5010,PRIVATE,G152293-G152292_1,G152293-G152292_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070955, ,47.821734911299998
2341,20399,G152297,3.135000000000000,0,G152292,2.339000000000000,0,G152297-G152292,CR,24.000000000000000,0.000000000000000,24'',60.138342860000002,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020839,G152297,G152292,29,29, ,2/1/2016 0:00:00,5042,PRIVATE,G152297-G152292_1,G152297-G152292_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070956, ,60.138346481500001
2342,20400,G152233,0.000000000000000,0,G152232,1.255000000000000,1,G152233-G152232,CR,10.000000000000000,0.000000000000000,10'',11.473774890000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020845,G152233,G152232,32,30, ,2/1/2016 0:00:00,5310,PRIVATE, , ,999,1,999,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070957, ,11.473777536600000
2343,20401,G152294,8.160000000000000,1,G152293,5.164000000000000,0,G152294-G152293,CR,15.000000000000000,0.000000000000000,15'',62.278688459999998,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020302,G152294,G152293,29,29, ,2/1/2016 0:00:00,5010,PRIVATE,G152294-G152293_1,G152294-G152293_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070958, ,62.278685652199997
2344,20402,G152305,5.772000000000000,0,G152304,5.604000000000000,0,G152305-G152304,CR,15.000000000000000,0.000000000000000,15'',66.922967900000003,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020305,G152305,G152304,29,29, ,2/1/2016 0:00:00,4989,PRIVATE,G152305-G152304_1,G152305-G152304_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070959, ,66.922969680099996
2345,20403,G152300,3.015000000000000,0,G152299,3.099000000000000,0,G152300-G152299,CR,15.000000000000000,0.000000000000000,15'',65.472469910000001,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020306,G152300,G152299,29,29, ,2/1/2016 0:00:00,5010,PRIVATE,G152300-G152299_1,G152300-G152299_2,0,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070960, ,65.472472017000001
2346,20404,G152154,6.920000000000000,1,G152153,4.428000000000000,0,G152154-G152153,CR,15.000000000000000,0.000000000000000,15'',12.684529720000000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2021422,G152154,G152153,32,29, ,2/1/2016 0:00:00,8,PRIVATE,G152154-G152153_1,G152154-G152153_2,100,1,0,,MOSWALD,DM,08,1927,0, , ,SW,,MOSWALD,6/9/2016 0:00:00,4,STPIPE070961, ,12.684534521100000
