FID,OBJECTID,Upstream_S,Upstream_I,Upstream_A,Downstream,Downstre_1,Downstre_2,Pipe_ID,Pipe_Geome,Horizontal,Vertical_D,Pipe_Size,Pipe_Lengt,Pipe_Mater,Condition,Comments,Enabled,COMPTYPE,COMPKEY,UNITID,UNITID2,MAINCOMP1,MAINCOMP2,PARLINENO,Date_VERIF,Dbasin,Owner,Picture_ID,Picture__1,Percent_Bl,Pipe_Quant,Pipe_Squas,SurveyDate,Verified_B,Source,Major_Wate,Year_Insta,PIPE_LININ,Downstre_3,Upstream_1,created_us,created_da,last_edite,last_edi_1,Verified_L,DOCID,OUTFALL,Shape_Leng
63,201, ,3.480000000000000,1, ,3.260000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014854, , ,0,0, ,,5206,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0732,OF0105805,29.210827589099999
64,211,E151763,4.280000000000000,0,E151729,2.840000000000000,0,E151763-E151729,CR,12.000000000000000,0.000000000000000,12'',313.000000000000000,CLAY,U,2 Parrallel Pipes,1,31,2014874,E151763,E151729,72,30, ,,4718,CON, , ,0,0,0,,SW,DM,08,1965,0,E151729,E151763,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0753,OF0105805,16.278470010900001
65,212,E151764,4.280000000000000,0,E151763,2.840000000000000,0,E151764-E151763,CR,12.000000000000000,0.000000000000000,12'',313.000000000000000,CLAY,U,2 Parrallel Pipes,1,31,2014875,E151764,E151763,72,72, ,,4718,CON, , ,0,0,0,,SW,DM,08,1965,0,E151763,E151764,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0754,OF0105805,13.786522457100000
66,219, ,-0.740000000000000,0, ,-2.870000000000000,0, ,CR,24.000000000000000,0.000000000000000,24'',22.000000000000000,RCP,G, ,1,31,2014903, , ,0,0, ,,5408,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/17/2016 0:00:00,4,STPIPE0783,OF0105805,20.990838145900000
67,220, ,-2.740000000000000,1, ,-2.820000000000000,1, ,CR,36.000000000000000,0.000000000000000,36'',62.000000000000000,RCP,U, ,1,31,2014904, , ,0,0, ,,5409,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/17/2016 0:00:00,4,STPIPE0784,OF0105805,51.039311953899997
68,221,E151505,0.250000000000000,0,E151506,-0.860000000000000,0,E151505-E151506,CR,12.000000000000000,0.000000000000000,12'',22.000000000000000,CMCP,G,ABANDONED IN PLACE,0,31,2014913,E151505,E151506,30,29, ,,5403,CON, , ,0,0,0,,SW,DM,08,1965,0,E151505,E151506,SW,,GISNORFOLK,9/21/2016 0:00:00,4,STPIPE0793, ,19.140047044999999
69,242, ,0.000000000000000,0, ,0.000000000000000,0, ,CR,15.000000000000000,0.000000000000000,15'',50.000000000000000,RCP,U, ,1,31,2014922, , ,0,0, ,,5138,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0824,OF0105805,49.852531402899999
70,243,E152090,3.700000000000000,1,E152150,3.600000000000000,1,E152090-E152150,CR,15.000000000000000,0.000000000000000,15'',27.000000000000000,RCP,U, ,1,31,2014923,E152090,E152150,29,30, ,,5121,CON, , ,0,0,0,,SW,DM,08,1965,0,E152150,E152090,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0825,OF0105805,26.675459866800001
71,244,E151738,4.050000000000000,0,E151730,4.320000000000000,0,E151738-E151730,CR,15.000000000000000,0.000000000000000,15'',30.000000000000000,RCP,F,HRT LIGHT RAIL,1,31,2014925,E151738,E151730,30,30, ,9/20/2016 0:00:00,4585,CON, , ,0,2,0,,SW,ASBLT,08,2008,0,E151738,E151730,SW,,GISNORFOLK,10/7/2016 0:00:00,5,STPIPE0827,OF0105805,32.384018279700001
72,245,E151641.01,-4.600000000000000,1,E151640.01,0.000000000000000,1,E151641.01-E151640.01,CR,60.000000000000000,0.000000000000000,60'',106.000000000000000,RCP,G, ,1,31,2014926,E151641.01,E151640.01,32,32, ,,4832,CON, , ,0,0,0,,SW,DM,08,1965,0,E151640.01,E151641.01,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0828,OF0105805,98.145936173999999
73,246,E151649.05,-4.730000000000000,1,E151643.01,-4.510000000000000,0,E151649.05-E151643.01,CR,60.000000000000000,0.000000000000000,60'',53.000000000000000,RCP,G, ,1,31,2014927,E151649.05,E151643.01,30,32, ,,4832,CON, , ,0,0,0,,SW,DM,08,999,0,E151643.01,E151649.04,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0829,OF0105805,53.691683867800002
74,247,E151983,-2.730000000000000,0,E151983.01,-2.800000000000000,0,E151983-E151983.01,CR,15.000000000000000,0.000000000000000,15'',20.000000000000000,RCP,U, ,1,31,2014928,E151983,E151983.01,29,32, ,,5298,CON, , ,0,0,0,,SW,DM,08,999,0,E151983.01,E151983,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0830,OF0105805,20.238995837200001
75,248,E151984,0.390000000000000,0,E151984.01,0.000000000000000,0,E151984-E151984.01,CR,10.000000000000000,0.000000000000000,10'',16.000000000000000,RCP,U, ,1,31,2014929,E151984,E151984.01,29,30, ,,5221,CON, , ,0,0,0,,SW,ASBLT,08,999,0,E151984.01,E151984,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0831,OF0105805,15.829628726899999
76,249,E151985,-4.030000000000000,0,E151985.01,-4.200000000000000,0,E151985-E151985.01,CR,15.000000000000000,0.000000000000000,15'',15.000000000000000,RCP,U, ,1,31,2014930,E151985,E151985.01,29,32, ,,5221,CON, , ,0,0,0,,SW,DM,08,999,0,E151985.01,E151985,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0832,OF0105805,17.661903550300000
77,250,E152000,-2.960000000000000,0,E152000.01,0.000000000000000,0,E152000-E152000.01,CR,15.000000000000000,0.000000000000000,15'',14.000000000000000,RCP,U, ,1,31,2014931,E152000,E152000.01,29,32, ,,5221,CON, , ,0,0,0,,SW,DM,08,999,0,E152000.01,E152000,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0833,OF0105805,15.832829694400001
78,251,E151643.01,-4.510000000000000,1,E151641.01,-4.600000000000000,1,E151643.01-E151641.01,CR,60.000000000000000,0.000000000000000,60'',82.000000000000000,RCP,U, ,1,31,2014933,E151643.01,E151641.01,32,32, ,,4832,CON, , ,0,0,0,,SW,DM,08,1965,0,E151641.01,E151643.01,SW,,GISNORFOLK,10/7/2016 0:00:00,2,STPIPE0835,OF0105805,85.071288109700006
79,252, ,3.680000000000000,1, ,3.480000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014934, , ,0,0, ,,4834,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0836,OF0105805,29.300809538199999
80,253, ,3.480000000000000,1, ,3.280000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014935, , ,0,0, ,,4824,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0837,OF0105805,29.239341365800001
81,254, ,3.280000000000000,1, ,3.060000000000000,0, ,CR,15.000000000000000,0.000000000000000,15'',35.000000000000000,RCP,G, ,1,31,2014936, , ,0,0, ,,4803,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0838,OF0105805,37.060303994599998
82,255, ,3.000000000000000,1, ,2.000000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',22.000000000000000,RCP,U, ,1,31,2014937, , ,0,0, ,,4804,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0839,OF0105805,21.167194706600000
83,256, ,2.860000000000000,1, ,2.870000000000000,0, ,CR,15.000000000000000,0.000000000000000,15'',30.000000000000000,RCP,G, ,1,31,2014938, , ,0,0, ,,4747,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0840,OF0105805,29.340129740700000
84,257, ,2.840000000000000,1, ,2.820000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',39.000000000000000,RCP,U, ,1,31,2014939, , ,0,0, ,,4742,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0841,OF0105805,28.681708847500001
85,258, ,2.820000000000000,1, ,2.790000000000000,0, ,CR,15.000000000000000,0.000000000000000,15'',9.000000000000000,RCP,G, ,1,31,2014940, , ,0,0, ,,4739,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0842,OF0105805,8.608010012170000
86,259, ,1.990000000000000,1, ,1.890000000000000,1, ,CR,24.000000000000000,0.000000000000000,24'',18.000000000000000,RCP,G, ,1,31,2014941, , ,0,0, ,,4804,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0843,OF0105805,16.888580938000000
87,260,E151696,1.240000000000000,1,E151694,1.220000000000000,0,E151696-E151694,CR,15.000000000000000,0.000000000000000,15'',23.000000000000000,RCP,G, ,1,31,2014942,E151696,E151694,29,29, ,,4747,CON, , ,0,0,0,,SW,DM,08,999,0,E151694,E151696,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0844,OF0105805,22.430058993500001
88,261, ,1.630000000000000,1, ,1.890000000000000,1, ,CR,24.000000000000000,0.000000000000000,24'',44.000000000000000,RCP,U, ,1,31,2014946, , ,0,0, ,,4804,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0848,OF0105805,44.270002288999997
89,262,E151655,2.200000000000000,0,E151654,2.120000000000000,1,E151655-E151654,CR,15.000000000000000,0.000000000000000,15'',40.000000000000000,RCP,P, ,1,31,2014954,E151655,E151654,29,30, ,,4720,CON, , ,0,0,0,,SW,DM,08,1965,0,E151654,E151655,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0856,OF0105805,48.106605503399997
90,268, ,3.160000000000000,0, ,3.000000000000000,0, ,CR,12.000000000000000,0.000000000000000,12'',100.000000000000000,RCP,G, ,1,31,2014961, , ,0,0, ,,4720,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0863,OF0105805,98.490230572000002
91,269, ,6.400000000000000,0, ,6.400000000000000,0, ,CR,8.000000000000000,0.000000000000000,8'',33.000000000000000,PLAS,G, ,1,31,2014962, , ,0,0, ,,4720,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0864,OF0105805,33.368562127300002
92,270, ,4.930000000000000,1, ,4.810000000000000,1, ,AR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014972, , ,0,0, ,,4636,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0874,OF0105805,29.553662829499999
93,271, ,4.810000000000000,1, ,4.690000000000000,1, ,AR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014973, , ,0,0, ,,4636,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0875,OF0105805,31.657668835799999
94,272, ,4.690000000000000,1, ,4.580000000000000,1, ,AR,22.000000000000000,14.000000000000000,22''X14'',29.000000000000000,RCP,U, ,1,31,2014974, , ,0,0, ,,4656,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0876,OF0105805,29.327832418100002
95,273, ,4.580000000000000,1, ,4.460000000000000,1, ,AR,22.000000000000000,14.000000000000000,22''X14'',29.000000000000000,RCP,U, ,1,31,2014975, , ,0,0, ,,4664,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0877,OF0105805,29.273395983899999
96,274, ,4.460000000000000,1, ,4.340000000000000,1, ,AR,22.000000000000000,14.000000000000000,22''X14'',29.000000000000000,RCP,U, ,1,31,2014976, , ,0,0, ,,4669,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0878,OF0105805,29.380419322200002
97,276, ,4.340000000000000,1, ,4.220000000000000,0, ,AR,22.000000000000000,14.000000000000000,22''X14'',31.000000000000000,RCP,G, ,1,31,2014978, , ,0,0, ,,4676,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0880,OF0105805,31.151850179499998
98,277, ,4.190000000000000,0, ,4.030000000000000,1, ,AR,22.000000000000000,14.000000000000000,22''X14'',29.000000000000000,RCP,G, ,1,31,2014979, , ,0,0, ,,4694,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0881,OF0105805,29.406292705900000
99,278, ,4.030000000000000,1, ,3.860000000000000,1, ,AR,22.000000000000000,14.000000000000000,22''X14'',29.000000000000000,RCP,U, ,1,31,2014980, , ,0,0, ,,4707,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0882,OF0105805,29.392403854200001
100,279, ,3.860000000000000,1, ,3.720000000000000,1, ,AR,26.000000000000000,16.000000000000000,26''X16'',29.000000000000000,RCP,U, ,1,31,2014981, , ,0,0, ,,4715,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0883,OF0105805,26.638567350399999
101,280, ,3.720000000000000,1, ,3.650000000000000,0, ,AR,26.000000000000000,16.000000000000000,26''X16'',8.000000000000000,RCP,G, ,1,31,2014982, , ,0,0, ,,4715,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0884,OF0105805,8.315761067900001
102,281, ,3.630000000000000,0, ,3.550000000000000,1, ,AR,26.000000000000000,16.000000000000000,26''X16'',21.000000000000000,RCP,G, ,1,31,2014983, , ,0,0, ,,4722,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0885,OF0105805,23.451901257799999
103,282, ,3.550000000000000,1, ,3.450000000000000,0, ,AR,26.000000000000000,16.000000000000000,26''X16'',29.000000000000000,RCP,G, ,1,31,2014984, , ,0,0, ,,4728,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0886,OF0105805,29.282384494999999
104,283, ,6.100000000000000,0, ,0.000000000000000,0, ,CR,12.000000000000000,0.000000000000000,12'',100.000000000000000,PLAS,G, ,1,31,2014985, , ,0,0, ,,4742,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0887,OF0105805,100.499778875000000
105,284, ,2.630000000000000,1, ,2.690000000000000,0, ,CR,15.000000000000000,0.000000000000000,15'',102.000000000000000,CLAY,F, ,1,31,2014986, , ,0,0, ,,4766,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0888,OF0105805,99.757547779500001
106,285,E151758,3.050000000000000,1,E151757,2.890000000000000,1,E151758-E151757,EL,26.000000000000000,16.000000000000000,26''X16'',29.000000000000000,CLAY,U, ,1,31,2014987,E151758,E151757,32,32, ,,4773,CON, , ,0,0,0,,SW,DM,08,1965,0,E151757,E151758,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0889,OF0105805,29.260750659799999
107,286,E151759,3.220000000000000,1,E151758,3.050000000000000,1,E151759-E151758,EL,26.000000000000000,16.000000000000000,26''X16'',30.000000000000000,CLAY,U, ,1,31,2014988,E151759,E151758,32,32, ,,4766,CON, , ,0,0,0,,SW,DM,08,1965,0,E151758,E151759,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0890,OF0105805,31.725644089199999
108,287,E151760,3.390000000000000,0,E151759,3.220000000000000,1,E151760-E151759,EL,26.000000000000000,16.000000000000000,26''X16'',29.000000000000000,CLAY,G, ,1,31,2014989,E151760,E151759,29,32, ,,4754,CON, , ,0,0,0,,SW,DM,08,999,0,E151759,E151760,SW,,GISNORFOLK,10/12/2016 0:00:00,3,STPIPE0891,OF0105805,29.174616189799998
109,288,E151728,2.540000000000000,0,E151728.01,2.630000000000000,1,E151728-E151728.01,CR,15.000000000000000,0.000000000000000,15'',46.000000000000000,CLAY,G,2 Parallel Pipes,1,31,2014990,E151728,E151728.01,30,29, ,,4740,CON, , ,0,0,0,,SW,DM,08,1965,0,E151728.01,E151728,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0892,OF0105805,46.481342993699997
110,289,E151729,2.650000000000000,0,E151728,2.720000000000000,0,E151729-E151728,AR,26.000000000000000,16.000000000000000,26''X16'',44.000000000000000,RCP,G, ,1,31,2014991,E151729,E151728,30,30, ,,4724,CON, , ,0,0,0,,SW,DM,08,1965,0,E151728,E151729,SW,,GISNORFOLK,10/12/2016 0:00:00,4,STPIPE0893,OF0105805,46.361429844600003
111,290, ,5.520000000000000,1, ,5.290000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014992, , ,0,0, ,,5078,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0894,OF0105805,29.320580305800000
112,291, ,5.290000000000000,1, ,5.060000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014993, , ,0,0, ,,5092,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0895,OF0105805,29.381096561000000
113,292, ,5.060000000000000,1, ,4.830000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014994, , ,0,0, ,,5103,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0896,OF0105805,29.239776104600001
114,293,E152091,4.030000000000000,1,E152090,3.740000000000000,0,E152091-E152090,CR,15.000000000000000,0.000000000000000,15'',34.000000000000000,RCP,G, ,1,31,2014995,E152091,E152090,32,29, ,,5102,CON, , ,0,0,0,,SW,DM,08,999,0,E152090,E152091,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0897,OF0105805,33.659177542899997
115,294,E152092,4.320000000000000,1,E152091,4.030000000000000,1,E152092-E152091,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014996,E152092,E152091,32,32, ,,5086,CON, , ,0,0,0,,SW,DM,08,999,0,E152091,E152092,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0898,OF0105805,29.312282088600000
116,295,E152093,4.610000000000000,1,E152092,4.320000000000000,1,E152093-E152092,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014997,E152093,E152092,32,32, ,,5074,CON, , ,0,0,0,,SW,DM,08,999,0,E152092,E152093,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0899,OF0105805,29.313244920300001
117,296,E152094,4.900000000000000,1,E152093,4.610000000000000,1,E152094-E152093,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014998,E152094,E152093,32,32, ,,5063,CON, , ,0,0,0,,SW,DM,08,999,0,E152093,E152094,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0900,OF0105805,29.301838035399999
118,297,E152095,5.190000000000000,1,E152094,4.900000000000000,1,E152095-E152094,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,U, ,1,31,2014999,E152095,E152094,32,32, ,,5032,CON, , ,0,0,0,,SW,DM,08,999,0,E152094,E152095,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0901,OF0105805,29.413171876200000
119,298,E152096,5.560000000000000,1,E152095,5.190000000000000,1,E152096-E152095,CR,15.000000000000000,0.000000000000000,15'',38.000000000000000,RCP,U, ,1,31,2015000,E152096,E152095,32,32, ,,5022,CON, , ,0,0,0,,SW,DM,08,999,0,E152095,E152096,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0902,OF0105805,38.165239225999997
120,299,E152097,6.110000000000000,0,E152096,5.560000000000000,1,E152097-E152096,CR,15.000000000000000,0.000000000000000,15'',58.000000000000000,RCP,U, ,1,31,2015001,E152097,E152096,29,32, ,,4987,CON, , ,0,0,0,,SW,DM,08,999,0,E152096,E152097,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0903,OF0105805,57.954512473199998
121,300,E152098,6.460000000000000,0,E152097,6.260000000000000,0,E152098-E152097,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,G, ,1,31,2015002,E152098,E152097,29,29, ,,4987,CON, , ,0,0,0,,SW,DM,08,999,0,E152097,E152098,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0904,OF0105805,26.064757892199999
122,301,E152099,6.520000000000000,1,E152098,6.340000000000000,0,E152099-E152098,CR,15.000000000000000,0.000000000000000,15'',22.000000000000000,RCP,G, ,1,31,2015003,E152099,E152098,32,29, ,,4985,CON, , ,0,0,0,,SW,DM,08,999,0,E152098,E152099,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0905,OF0105805,22.646893890000001
123,302,E152100,6.650000000000000,0,E152099,6.520000000000000,1,E152100-E152099,CR,15.000000000000000,0.000000000000000,15'',14.000000000000000,RCP,G, ,1,31,2015004,E152100,E152099,29,32, ,,4985,CON, , ,0,0,0,,SW,DM,08,999,0,E152199,E152100,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0906,OF0105805,14.342105789300000
124,304, ,7.330000000000000,0, ,7.110000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',24.000000000000000,RCP,F, ,1,31,2015006, , ,0,0, ,,4969,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0908,OF0105805,24.227483344199999
125,305, ,7.110000000000000,1, ,6.860000000000000,1, ,CR,15.000000000000000,0.000000000000000,15'',30.000000000000000,RCP,U, ,1,31,2015007, , ,0,0, ,,4979,CON, , ,0,0,0,,SW,ASBLT,08,999,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0909,OF0105805,29.411729862600001
126,306,E151731,4.100000000000000,0,E151730,4.000000000000000,0,E151731-E151730,CR,15.000000000000000,0.000000000000000,15'',5.000000000000000,RCP,F,HRT LIGHT RAIL,1,31,2015010,E151731,E151730,29,30, ,9/20/2016 0:00:00,4585,CON, , ,0,1,0,,SW,ASBLT,08,2008,0,E151730,E151731,SW,,GISNORFOLK,10/7/2016 0:00:00,5,STPIPE0912,OF0105805,7.982161475100000
127,307,E151732,4.200000000000000,0,E151731,4.100000000000000,0,E151732-E151731,CR,15.000000000000000,0.000000000000000,15'',30.000000000000000,RCP,F,HRT LIGHT RAIL,1,31,2015011,E151732,E151731,32,29, ,9/20/2016 0:00:00,4585,CON, , ,0,1,0,,SW,ASBLT,08,2008,0,E151731,E151732,SW,,GISNORFOLK,10/7/2016 0:00:00,5,STPIPE0913,OF0105805,26.542482651499999
128,308,E151733,4.300000000000000,0,E151732,4.200000000000000,0,E151733-E151732,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,F,HRT LIGHT RAIL,1,31,2015012,E151733,E151732,32,32, ,9/20/2016 0:00:00,4585,CON, , ,0,1,0,,SW,ASBLT,08,2008,0,E151732,E151733,SW,,GISNORFOLK,10/7/2016 0:00:00,5,STPIPE0914,OF0105805,28.769072220399998
129,309,E151734,4.550000000000000,0,E151733,4.300000000000000,0,E151734-E151733,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,F,HRT LIGHT RAIL,1,31,2015013,E151734,E151733,32,32, ,9/20/2016 0:00:00,4585,CON, , ,0,1,0,,SW,ASBLT,08,2008,0,E151733,E151734,SW,,GISNORFOLK,10/7/2016 0:00:00,5,STPIPE0915,OF0105805,28.720066060000001
130,310,E151735,5.030000000000000,0,E151734,4.550000000000000,0,E151735-E151734,CR,15.000000000000000,0.000000000000000,15'',29.000000000000000,RCP,F,HRT LIGHT RAIL,1,31,2015014,E151735,E151734,29,32, ,9/20/2016 0:00:00,4585,CON, , ,0,1,0,,SW,ASBLT,08,2008,0,E151734,E151735,SW,,GISNORFOLK,10/7/2016 0:00:00,5,STPIPE0916,OF0105805,26.546987501200000
131,311,E151777,5.700000000000000,0,E151776,5.590000000000000,0,E151777-E151776,CR,15.000000000000000,0.000000000000000,15'',25.000000000000000,RCP,U,HRT LIGHT RAIL,1,31,2015022,E151777,E151776,29,32, ,9/20/2016 0:00:00,4585,CON, , ,0,1,0,,SW,ASBLT,08,2008,0,E151776,E151777,SW,,GISNORFOLK,10/7/2016 0:00:00,5,STPIPE0924,OF0105805,27.373224252800000
132,312, ,5.460000000000000,0, ,5.930000000000000,0, ,CR,12.000000000000000,0.000000000000000,12'',19.000000000000000,CLAY,P, ,1,31,2015029, , ,0,0, ,,4087,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0931,OF0105805,19.123038862900000
133,313, ,5.900000000000000,0, ,5.530000000000000,0, ,CR,10.000000000000000,0.000000000000000,10'',14.000000000000000,CLAY,G, ,1,31,2015030, , ,0,0, ,,4087,CON, , ,0,0,0,,SW,ASBLT,08,1965,0, , ,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0932,OF0105805,13.516103855800001
134,314,E151751,5.500000000000000,0,E151749,5.370000000000000,0,E151751-E151749,CR,12.000000000000000,0.000000000000000,12'',27.000000000000000,CLAY,F, ,1,31,2015031,E151751,E151749,29,29, ,,4087,CON, , ,0,0,0,,SW,DM,08,1965,0,E151749,E151751,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0933,OF0105805,45.990333184699999
135,315,E151750,5.830000000000000,0,E151751,5.540000000000000,0,E151750-E151751,CR,12.000000000000000,0.000000000000000,12'',13.000000000000000,RCP,G, ,1,31,2015032,E151750,E151751,29,29, ,,4440,CON, , ,0,0,0,,SW,DM,08,1965,0,E151751,E151750,SW,,GISNORFOLK,10/7/2016 0:00:00,4,STPIPE0934,OF0105805,11.946169047400000
136,316,E151816,4.260000000000000,0,E151815,4.240000000000000,0,E151816-E151815,AR,22.000000000000000,14.000000000000000,22''X14'',27.000000000000000,RCP,G, ,1,31,2015038,E151816,E151815,29,29, ,,4683,CON, , ,0,0,0,,SW,DM,08,999,0,E151815,E151816,SW,,GISNORFOLK,10/7/2016 0:00:00,3,STPIPE0940,OF0105805,27.486788723200000
