FID,OBJECTID,Structure_,Structure1,Type_Code,Rim_Elevat,Invert_Ele,Year_Insta,Lid_Type,Lid_Size,Invert_Typ,Comments,Date_Verif,Verified_B,Easting,Northing,Enabled,AncillaryR,UNITID,COMPTYPE,COMPKEY,CntPipe,SurveyDate,Dbasin,Owner,Collector,Picture_ID,Picture__1,Junction_B,Junction_1,Percent_Bl,Structur_1,Structur_2,Source,Major_Wate,Type_Code_,Condition,created_us,created_da,last_edite,last_edi_1,Verified_L,Structur_3,DOCID,OUTFALL,Medallion,Outfall_Re
57,11768,F143550,PICN,50,6.210000000000000,-0.850000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12131623.408700000000000,3480372.137350000000000,1,0,F143550,32,1998940,3,,3568,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015012,E143250,0, 
58,11770,F143618,PICN,50,6.210000000000000,-0.830000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12131636.710899999000000,3480366.018989999800000,1,0,F143618,32,1998941,3,,3632,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015014,E143250,0, 
59,11773,E1440,MH,32,7.310000000000000,0.550000000000000,1973,ST, ,I,"May be a buried manhole, from East Ghent - South Streets part one plans",10/22/2012 0:00:00,SW,12128693.981600000000000,3480370.465030000100000,1,0,E1440,30,1998942,3,10/3/2006 0:00:00,3573,CON, , , ,0,0,0,CONC,0,DM,08,36,U,SW,,GISNORFOLK,11/1/2016 0:00:00,3,842 BOTETOURT GARDENS,MH015017, ,0, 
60,11774,E143353,CBNS,10,4.220000000000000,1.200000000000000,1929,NS,30X19-30,I,"VACTOR INSPECTION, Debris-Minor;Sediment, Throat: H=0.46' L=2.33'",10/7/2016 0:00:00,V-WK,12130447.763000000000000,3480386.632000000200000,1,0,E143353,29,1998943,0,10/7/2016 0:00:00,3606,CON,CN, , ,0,0,0,CONC,0,VACTR,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,207 E PRINCESS ANNE ROAD,CBNS015018,E143250,0, 
61,11775,E143352,MH,32,4.570000000000000,-1.370000000000000,1929,ST, ,I,Debris-Minor;Sediment,12/1/2006 0:00:00,CN,12130445.498600001000000,3480363.012589999900000,1,0,E143352,30,1998944,0,12/1/2006 0:00:00,3606,CON,CN, , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,207 E PRINCESS ANNE ROAD,MH015019,E143250,0, 
62,11776,E1443,CBNS,10,6.560000000000000,2.920000000000000,1973,NS,30X19-30,I,"Debris-Minor, Throat H=0.60' L=2.33'",10/2/2006 0:00:00,CN,12128537.335999999000000,3480371.603999999800000,1,0,E1443,29,1998945,0,10/2/2006 0:00:00,3573,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,824 BOTETOURT GARDENS,CBNS015020, ,0, 
63,11777,E1442,MH,32,6.490000000000000,0.900000000000000,1973,ST, ,I,Debris-Minor,10/2/2006 0:00:00,CN,12128542.660000000000000,3480368.325000000200000,1,0,E1442,30,1998946,0,10/2/2006 0:00:00,3573,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,824 BOTETOURT GARDENS,MH015021, ,0, 
64,11778,E143358,CBCW,7,5.870000000000000,1.930000000000000,1929,ST, ,I,"Debris-Minor; M=.70,  L=2.33",11/1/2006 0:00:00,CN,12130315.539899999000000,3480367.547809999900000,1,0,E143358,29,1998947,0,11/1/2006 0:00:00,3577,CON,CN, , ,0,0,0,CONC,0,DM,08,7,F,SW,,GISNORFOLK,11/1/2016 0:00:00,4,121 E PRINCESS ANNE ROAD,CBCW015022,E143250,0, 
65,11781,E14176,MH,32,6.690000000000000,2.470000000000000,1943,ST, ,I,Debris-Minor,10/4/2006 0:00:00,CN,12129130.007999999000000,3480341.853000000100000,1,0,E14176,30,1998950,0,10/4/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,1103 LLEWELLYN AVENUE,MH015025, ,0, 
66,11782,E143365,MH,32,4.730000000000000,-1.140000000000000,1929,ST, ,I, ,,CN,12130576.834000001000000,3480354.461319999800000,1,0,E143365,30,1998951,2,,3606,CON,CN, , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,MH015026,E143250,0, 
67,11783,F143619,GB,24,6.360000000000000,2.480000000000000,1929,GR,30X30,I,Rim and Invert Assumed,10/22/2012 0:00:00,SW,12131638.944700001000000,3480362.905199999900000,1,0,F143619,29,1998952,1,12/13/2006 0:00:00,3632,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015027,E143250,0, 
68,11787,F143548,MHNS,39,6.470000000000000,-3.680000000000000,1929,NS,30,I,Sediment; Box Culvert,10/12/2006 0:00:00,CN,12131603.452000000000000,3480359.876999999900000,1,0,F143548,30,1998954,3,10/12/2006 0:00:00,3604,CON,CN, , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,MHNS015031,E143250,0, 
69,11788,F143549,PBPS,45,6.800000000000000,2.000000000000000,1929,ST, ,I,"Rim , Invert and Location Assumed",5/23/2012 0:00:00,SW,12131598.495999999000000,3480369.672600000200000,1,0,F143549,32,1998955,1,,3604,PRIVATE,CN, , ,0,0,0,CONC,0,DM,08,53,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PBPS015032,E143250,0, 
70,11789,E143363,PICN,50,4.820000000000000,-1.620000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12130587.445400000000000,3480351.998360000100000,1,0,E143363,32,1998956,4,,3535,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,PICN015035,E143250,0, 
71,11790,E143364,GB,24,4.080000000000000,1.020000000000000,1929,ST, ,I, ,,CN,12130588.648200000000000,3480360.158880000000000,1,0,E143364,29,1998957,0,,3399,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,GB015036,E143250,0, 
72,11792,F143532,PBPS,45,6.850000000000000,3.500000000000000,1929,GR,30X30,I,Rim and Invert Assumed,10/14/2014 0:00:00,SW,12131154.875800001000000,3480387.113479999800000,1,0,F143532,32,1998958,1,,3537,PRIVATE,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PBPS015038,E143250,0, 
73,11793,F143531,GB,24,6.000000000000000,3.250000000000000,1929,GR,30X30,I,"Rim ,Invert and Location Assumed",10/14/2014 0:00:00,SW,12131147.320200000000000,3480349.903880000100000,1,0,F143531,29,1998959,2,12/13/2006 0:00:00,3638,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015039,E143250,0, 
74,11794,F143617,MHNS,39,6.290000000000000,-0.830000000000000,1929,NS,30,I,"Sediment, Box Culvert",10/12/2006 0:00:00,CN,12131601.062000001000000,3480345.220989999800000,1,0,F143617,30,1998960,2,10/12/2006 0:00:00,3632,CON,CN, , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,MHNS015040,E143250,0, 
75,11799,F143540,GB,24,5.040000000000000,2.510000000000000,1929,GR,30X30,I,"Rim , Invert and Location Assumed",10/14/2014 0:00:00,SW,12131309.704200000000000,3480345.747169999900000,1,0,F143540,29,1998963,1,,3587,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015047,E143250,0, 
76,11800,F143539,GB,24,5.040000000000000,2.490000000000000,1929,GR,30X30,I,"Rim , Invert and Location Assumed",10/14/2014 0:00:00,SW,12131295.118200000000000,3480346.801980000000000,1,0,F143539,29,1998964,2,,3587,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015048,E143250,0, 
77,11801,E143361,PICN,50,4.160000000000000,-1.630000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12130584.240400000000000,3480344.437820000100000,1,0,E143361,32,1998965,3,,3606,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,PICN015049,E143250,0, 
78,11802,E143362,CBNS,10,3.920000000000000,0.700000000000000,1929,NS,30X19-30,I,"Sediment, Throat: H=0.38' L=2.33'",10/23/2006 0:00:00,CN,12130512.728000000000000,3480366.558989999800000,1,0,E143362,29,1998966,0,10/23/2006 0:00:00,3606,CON,CN, , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,CBNS015050,E143250,0, 
79,11805,E143359,PICN,50,4.210000000000000,-1.640000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12130582.852200000000000,3480340.652859999800000,1,0,E143359,32,1998968,3,,3606,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,PICN015056,E143250,0, 
80,11810,F143547,YB,66,6.570000000000000,-0.860000000000000,1929,GR,30X30,I,"Rim , Invert and Location Assumed",10/22/2012 0:00:00,SW,12131487.324899999000000,3480330.902929999900000,1,0,F143547,29,1998970,2,,3619,CON,CN, , ,0,0,0,CONC,0,DM,08,64,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,YB015063,E143250,0, 
81,11811,E1439,MH,32,6.180000000000000,0.100000000000000,1943,ST, ,I, ,10/3/2006 0:00:00,CN,12128747.152300000000000,3480337.762310000100000,1,0,E1439,30,1998971,0,10/3/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,842 BOTETOURT GARDENS,MH015064, ,0, 
82,11812,E143354,CBNS,10,5.510000000000000,2.510000000000000,1929,NS,24,I,"VI PG 32-33, Debris-Minor;Sediment, Throat: H=0.44' L=2.33'",7/5/2016 0:00:00,V-DW,12130380.075600000000000,3480325.682159999900000,1,0,E143354,29,1998972,0,7/5/2016 0:00:00,3624,CON,CN, , ,0,0,0,BRK,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,207 E PRINCESS ANNE ROAD,CBNS015065,E143250,0, 
83,11813,E143360,YB,66,4.010000000000000,1.130000000000000,1929,GR, ,I,Structure Inaccessible,12/13/2006 0:00:00,CN,12130614.123900000000000,3480331.098619999800000,1,0,E143360,29,1998973,1,12/13/2006 0:00:00,3585,CON,CN, , ,0,0,0,CONC,0,DM,08,64,F,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,YB015066,E143250,0, 
84,11814,F143615,GB,24,5.690000000000000,-2.100000000000000,1929,GR,30X30,I,Sediment,10/12/2006 0:00:00,CN,12131534.063999999000000,3480328.514000000000000,1,0,F143615,29,1998974,3,10/12/2006 0:00:00,3604,CON,CN, , ,0,0,0,CONC,0,DM,08,28,G,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015067,E143250,0, 
85,11816,E1438,MH,32,6.120000000000000,0.120000000000000,1973,ST, ,I, ,10/3/2006 0:00:00,CN,12128758.004500000000000,3480330.899629999900000,1,0,E1438,30,1998977,0,10/3/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,842 BOTETOURT GARDENS,MH015070, ,0, 
86,11818,F143602,PICN,50,6.990000000000000,-0.850000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12131508.325200001000000,3480321.902720000100000,1,0,F143602,32,1998978,3,,3604,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015072,E143250,0, 
87,11822,E143351,PICN,50,4.210000000000000,-1.680000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12130571.054700000000000,3480317.962580000100000,1,0,E143351,32,1998979,3,,3626,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,PICN015080,E143250,0, 
88,11828,E1444,CBNS,10,5.600000000000000,1.190000000000000,1973,NS,30X19-30,I,Throat H=0.59' L=2.33',10/2/2006 0:00:00,CN,12128490.195000000000000,3480308.797009999900000,1,0,E1444,29,1998981,0,10/2/2006 0:00:00,3610,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,824 BOTETOURT GARDENS,CBNS015088, ,0, 
89,11829,F143599,PICN,50,6.510000000000000,-0.870000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12131441.324400000000000,3480307.902610000200000,1,0,F143599,32,1998982,3,,3549,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015089,E143250,0, 
90,11832,E143349,PICN,50,4.510000000000000,-1.690000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12130567.888599999000000,3480309.252539999800000,1,0,E143349,32,1998983,4,,3626,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,11/1/2016 0:00:00,4,207 E PRINCESS ANNE ROAD,PICN015092,E143250,0, 
91,11833,E143348,CBNS,10,3.850000000000000,0.090000000000000,1929,NS,12,I,"Sediment, Throat: H=0.19' L=2.33'; Collar cracked",6/30/2016 0:00:00,V-DW,12130527.469699999000000,3480322.273440000100000,1,0,E143348,29,1998984,1,6/30/2016 0:00:00,3626,CON,CN, , ,0,0,0,CONC,0,DM,08,11,F,SW,,GISNORFOLK,11/1/2016 0:00:00,4,207 E PRINCESS ANNE ROAD,CBNS015093,E143250,0, 
92,11835,F143616,GB,24,5.070000000000000,3.260000000000000,1929,GR,30X30,I,"Structure Inaccessible, Invert Assumed",12/13/2006 0:00:00,CN,12131544.606000001000000,3480301.393000000200000,1,0,F143616,29,1998986,1,12/13/2006 0:00:00,3632,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015095,E143250,0, 
93,11836,H143,OF,44,0.000000000000000,1.460000030000000,1947,ST, ,I, ,,SW,12139388.965100000000000,3480539.389080000100000,1,0,H143,32,2017267,1,,3556,CON, , , ,0,0,0,CONC,0,DM,05,71,U,SW,,MOSWALD,6/3/2016 0:00:00,2,2770 SAINT JULIAN AVENUE,OF015096,H143,0, 
94,11837,H144,CBNS,10,9.090000150000000,1.570000050000000,1947,NS,30X19-30,I, ,,SW,12139480.467300000000000,3480302.075660000100000,1,0,H144,29,2017268,0,,3556,CON, , , ,0,0,0,CONC,0,DM,05,11,U,SW,,MOSWALD,7/7/2016 0:00:00,4,2770 SAINT JULIAN AVENUE,CBNS015097, ,0, 
95,11838,E1441,MH,32,6.730000000000000,0.450000000000000,1973,ST, ,I, ,10/3/2006 0:00:00,CN,12128644.993300000000000,3480303.376499999800000,1,0,E1441,30,1998987,0,10/3/2006 0:00:00,3573,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,840 BOTETOURT GARDENS,MH015098, ,0, 
96,11842,E14171,MH,32,6.800000000000000,1.140000000000000,1943,ST, ,I, ,10/4/2006 0:00:00,CN,12129096.854000000000000,3480283.908009999900000,1,0,E14171,30,1998989,0,10/4/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,320 LLEWELLYN MEWS,MH015107, ,0, 
97,11843,E14172,CBNS,10,6.980000000000000,2.180000000000000,1943,NS,30X19-30,I,Debris-Minor; Throat: H=0.56' L=2.33',10/4/2006 0:00:00,CN,12129084.429000000000000,3480292.949000000000000,1,0,E14172,29,1998990,0,10/4/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,320 LLEWELLYN MEWS,CBNS015108, ,0, 
98,11844,F143538,GB,24,5.530000000000000,1.190000000000000,1929,GR,30X30,I,Debris-Minor- Sediment,10/14/2014 0:00:00,CN,12131288.237000000000000,3480288.965989999900000,1,0,F143538,29,1998991,2,10/12/2006 0:00:00,3646,CON,CN, , ,0,0,0,CONC,0,DM,08,28,F,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015109,E143250,0, 
99,11846,F143543,PICN,50,5.190000000000000,-0.880000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12131368.345600000000000,3480300.675179999800000,1,0,F143543,32,1998993,3,,3647,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015111,E143250,0, 
100,11847,F143541,PICN,50,5.190000000000000,-0.880000000000000,1929,ST, ,I, ,10/22/2012 0:00:00,SW,12131350.326700000000000,3480295.707500000000000,1,0,F143541,32,1998994,3,,3647,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015112,E143250,0, 
101,11848,F143542,GB,24,5.200000000000000,3.060000000000000,1929,GR,30X30,I,Sediment,10/12/2006 0:00:00,CN,12131347.963000000000000,3480300.606000000100000,1,0,F143542,29,1998995,1,10/12/2006 0:00:00,3647,CON,CN, , ,0,0,0,CONC,0,DM,08,28,G,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015113,E143250,0, 
102,11849,E144050,MH,32,5.490000000000000,-1.730000000000000,1994,ST, ,I,Structure Inaccessible,12/13/2006 0:00:00,SW,12130560.300100001000000,3480287.293839999900000,1,0,E144050,30,1998996,3,12/13/2006 0:00:00,3626,CON,CN, , ,0,0,0,CONC,0,ASBLT,08,36,F,SW,,GISNORFOLK,11/1/2016 0:00:00,4,207 E PRINCESS ANNE ROAD,MH015116,E143250,0, 
103,11850,F143600,GB,24,5.750000000000000,1.310000000000000,1929,GR,30X30,I,Rim and Invert Assumed,10/22/2012 0:00:00,SW,12131438.324600000000000,3480290.902280000000000,1,0,F143600,29,1998997,2,,3549,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015117,E143250,0, 
104,11851,E143350,CBNS,10,4.670000000000000,1.810000000000000,1929,NS,30X19-30,I,"Debris-Minor;Sediment, Throat: H=0.43' L=2.33', Collar Cracked",10/23/2006 0:00:00,CN,12130604.488900000000000,3480297.340669999800000,1,0,E143350,29,1998998,1,10/23/2006 0:00:00,3655,CON,CN, , ,0,0,0,CONC,0,DM,08,11,F,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1200 MONTICELLO AVENUE,CBNS015118,E143250,0, 
105,11852,E1445,CBNS,10,5.520000000000000,2.730000000000000,1973,NS,30X19-30,I,"Debris-Minor, Throat H=0.60' L=2.33'",10/2/2006 0:00:00,CN,12128512.548000000000000,3480292.830000000100000,1,0,E1445,29,1998999,0,10/2/2006 0:00:00,3610,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,824 BOTETOURT GARDENS,CBNS015120, ,0, 
106,11853,E14124,MH,32,5.960000000000000,-0.180000000000000,1973,ST, ,I, ,10/3/2006 0:00:00,CN,12128810.823000001000000,3480295.157990000200000,1,0,E14124,30,1999000,0,10/3/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,356 WESTOVER AVENUE,MH015121, ,0, 
107,11854,H143448,PE,46,0.000000000000000,13.050000190000000,1947,ST, ,I, ,,SW,12138547.577500001000000,3480287.680149999900000,1,0,H143448,32,2017271,1,,3698,CON, , , ,0,0,0,CONC,0,DM,05,23,U,SW,,MOSWALD,6/3/2016 0:00:00,2,1600 SAINT JULIAN AVENUE,PE015122, ,0, 
108,11855,H143447,YB,66,14.260000220000000,12.310000410000001,1947,NA, ,I, ,,SW,12138567.870300001000000,3480284.565649999800000,1,0,H143447,29,2017272,0,,3698,CON, , , ,0,0,0,CONC,0,DM,05,64,U,SW,,MOSWALD,6/3/2016 0:00:00,4,1600 SAINT JULIAN AVENUE,YB015123, ,0, 
109,11856,E14173,GB,24,6.680000000000000,3.060000000000000,1943,ST, ,I,Debris-Minor,10/4/2006 0:00:00,CN,12129072.478000000000000,3480275.112999999900000,1,0,E14173,29,1999001,0,10/4/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,28,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,320 LLEWELLYN MEWS,GB015124, ,0, 
110,11857,E143299,MH,32,8.670000000000000,3.510000000000000,1920,ST, ,I,Debris-Minor,10/14/2014 0:00:00,CN,12129311.336999999000000,3480292.685010000100000,1,0,E143299,30,1999002,0,10/12/2006 0:00:00,3618,CON, , , ,0,0,0,CONC,0,DM,08,36,F,SW,,GISNORFOLK,11/1/2016 0:00:00,4,1028 LLEWELLYN AVENUE,MH015125,E143250,0, 
111,11858,F143537,PICN,50,5.520000000000000,-0.870000000000000,1929,ST, ,I, ,10/14/2014 0:00:00,SW,12131292.159000000000000,3480278.193250000000000,1,0,F143537,32,1999003,3,,3646,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015126,E143250,0, 
112,11861,H145,CBNS,10,9.039999959999999,1.639999980000000,1947,NS,30X19-30,I, ,,SW,12139490.448100001000000,3480279.473429999800000,1,0,H145,29,2017273,0,,3556,CON, , , ,0,0,0,CONC,0,DM,05,11,U,SW,,MOSWALD,7/7/2016 0:00:00,4,2770 SAINT JULIAN AVENUE,CBNS015129, ,0, 
113,11862,H143446,MHCS,35,12.260000220000000,6.989999770000000,1947,ST, ,I, ,,SW,12138604.457300000000000,3480278.839449999900000,1,0,H143446,30,2017274,0,,3698,CON, , , ,0,0,0,CONC,0,DM,05,40,U,SW,,MOSWALD,6/3/2016 0:00:00,4,1600 SAINT JULIAN AVENUE,MHCS015130, ,0, 
114,11863,F143597,PICN,50,5.610000000000000,-0.900000000000000,1929,ST, ,I, ,10/14/2014 0:00:00,SW,12131280.140900001000000,3480273.315909999900000,1,0,F143597,32,1999004,3,,3646,CON,CN, , ,0,0,0,CONC,0,DM,08,54,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,PICN015131,E143250,0, 
115,11868,E14174,CBNS,10,6.980000000000000,2.240000000000000,1943,NS,30X19-30,I,Throat: H=0.60' L=2.33',10/4/2006 0:00:00,CN,12129131.171000000000000,3480262.902009999800000,1,0,E14174,29,1999007,0,10/4/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,1010 LLEWELLYN MEWS,CBNS015137, ,0, 
116,11874,E14125,CBNS,10,6.040000000000000,1.960000000000000,1973,NS,30X19-30,I,Debris-Minor; Throat: H=0.57' L=2.33',10/3/2006 0:00:00,CN,12128793.567000000000000,3480269.052000000100000,1,0,E14125,29,1999009,0,10/3/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,351 WESTOVER AVENUE,CBNS015143, ,0, 
117,11875,E14126,CBNS,10,6.230000000000000,2.640000000000000,1943,NS,30X19-30,I,Debris-Full; Sediment; Throat: H=0.45' L=2.33',10/3/2006 0:00:00,CN,12128768.221000001000000,3480285.117999999800000,1,0,E14126,29,1999010,0,10/3/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,11,F,SW,,GISNORFOLK,11/1/2016 0:00:00,3,842 BOTETOURT GARDENS,CBNS015144, ,0, 
118,11878,F143598,GB,24,5.610000000000000,1.810000000000000,1929,GR,30X30,I,Debris-Minor; Sediments,10/14/2014 0:00:00,CN,12131282.785000000000000,3480260.626999999900000,1,0,F143598,29,1999011,1,10/12/2006 0:00:00,3676,CON,CN, , ,0,0,0,CONC,0,DM,08,28,G,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015147,E143250,0, 
119,11883,F143601,GB,24,5.340000000000000,2.460000000000000,1929,GR,30X30,I,Rim and Invert Assumed,10/22/2012 0:00:00,SW,12131432.324700000000000,3480262.901899999900000,1,0,F143601,29,1999013,1,,3643,CON,CN, , ,0,0,0,CONC,0,DM,08,28,U,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015152,E143250,0, 
120,11887,F143530,GB,24,4.180000000000000,1.020000000000000,1929,GR,30X30,I,Debris-Minor- Sediment,10/14/2014 0:00:00,CN,12131148.528000001000000,3480256.168000000100000,1,0,F143530,29,1999015,2,10/12/2006 0:00:00,3638,CON,CN, , ,0,0,0,CONC,0,DM,08,28,G,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,GB015156,E143250,0, 
121,11888,E1436,CBNS,10,6.330000000000000,1.690000000000000,1973,NS,24,I,VACTOR INSPECTION,6/23/2016 0:00:00,V-DW,12128870.762700001000000,3480278.178900000200000,1,0,E1436,29,1999017,0,6/23/2016 0:00:00,3404,CON, , , ,0,0,0,BRK,0,DM,08,11,G,SW,,GISNORFOLK,11/1/2016 0:00:00,3,348 WESTOVER AVENUE,CBNS015158, ,0, 
122,11889,E1435,MH,32,6.060000000000000,0.140000000000000,1973,ST, ,I, ,10/3/2006 0:00:00,CN,12128860.384500001000000,3480262.756409999900000,1,0,E1435,30,1999018,0,10/3/2006 0:00:00,3404,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/1/2016 0:00:00,4,348 WESTOVER AVENUE,MH015159, ,0, 
123,11893,F143535,MHNS,39,5.530000000000000,-0.910000000000000,1929,NS,30,I,Debris-Minor- Sediment;Box Culvert,10/14/2014 0:00:00,CN,12131215.241000000000000,3480258.635999999900000,1,0,F143535,30,1999019,4,10/12/2006 0:00:00,3595,CON,CN, , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,9/30/2016 0:00:00,4,238 E PRINCESS ANNE ROAD,MHNS015163,E143250,0, 
