FID,OBJECTID,Structure_,Structure1,Type_Code,Rim_Elevat,Invert_Ele,Year_Insta,Lid_Type,Lid_Size,Invert_Typ,Comments,Date_Verif,Verified_B,Easting,Northing,Enabled,AncillaryR,UNITID,COMPTYPE,COMPKEY,CntPipe,SurveyDate,Dbasin,Owner,Collector,Picture_ID,Picture__1,Junction_B,Junction_1,Percent_Bl,Structur_1,Structur_2,Source,Major_Wate,Type_Code_,Condition,created_us,created_da,last_edite,last_edi_1,Verified_L,Structur_3,DOCID,OUTFALL,Medallion,Outfall_Re
2311,22573,F15785,CBNS,10,5.020000000000000,2.500000000000000,1955,NS,30X19-30,I,Debris - Minor,1/29/2016 0:00:00,MOSWALD,12133922.699999999000000,3477799.390000000100000,1,0,F15785,29,2012993,0,,4444,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,852 TIDEWATER DRIVE,CBNS075007,OF075702,0, 
2312,22574,F15795,CBNS,10,5.320000000000000,0.690000000000000,999,NS,30X19-30,I,Sediment,1/29/2016 0:00:00,MOSWALD,12133991.600000000000000,3477607.720000000200000,1,0,F15795,29,2012994,0,,4487,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,850 TIDEWATER DRIVE,CBNS075008,OF075702,0, 
2313,22575,F15796,CBNS,10,5.550000000000000,1.430000000000000,1955,NS,30X19-30,I,Bricks - Loose;Cracks in Wall;Debris - Minor;Sediment,1/29/2016 0:00:00,MOSWALD,12133977.199999999000000,3477578.020020000200000,1,0,F15796,29,2012995,0,,4517,CON, , , ,0,0,0,CONC,0,DM,08,11,P,SW,,GISNORFOLK,11/2/2016 0:00:00,1,850 TIDEWATER DRIVE,CBNS075009,OF075702,0, 
2314,22576,G141000,CBNS,10,5.580000000000000,2.510000000000000,1956,NS,30X19-30,I,Bricks - Loose;Cracks in Wall;Debris - Minor;Sediment,1/29/2016 0:00:00,MOSWALD,12134011.449999999000000,3478066.157000000100000,1,0,G141000,29,2012997,0,,4340,CON, , , ,0,0,0,CONC,0,DM,08,11,P,SW,,GISNORFOLK,11/2/2016 0:00:00,1,900 TIDEWATER DRIVE,CBNS075010,OF075702,0, 
2315,22577,G141001,CBNS,10,6.850000000000000,3.320000000000000,1956,NS,30X19-30,I,Debris - Minor;Sediment,11/11/2004 0:00:00,CN,12134288.699999999000000,3478127.710020000100000,1,0,G141001,29,2012998,0,,4310,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1021 E VIRGINIA BEACH BOULEVARD,CBNS075011,OF075702,0, 
2316,22578,G141014,CBNS,10,5.990000000000000,1.160000000000000,1956,NS,30X19-30,I,Debris - Minor;Sediment,12/15/2004 0:00:00,CN,12134062.859999999000000,3478594.590989999900000,1,0,G141014,29,2000013,0,,4193,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1001 TIDEWATER DRIVE,CBNS075012,OF075702,0, 
2317,22579,G141016,MHNS,39,5.710000000000000,-0.340000000000000,1956,NS,30,I, ,12/13/2004 0:00:00,CN,12134139.090000000000000,3478545.313999999800000,1,0,G141016,30,2000298,0,,4061,CON, , , ,0,0,0,CONC,0,DM,08,37,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1060 TIDEWATER DRIVE,MHNS075013,OF075702,0, 
2318,22580,G141017,CBNS,10,5.800000000000000,1.500000000000000,1956,NS,30X19-30,I,Debris - Minor,12/6/2004 0:00:00,CN,12134165.800000001000000,3478536.102000000000000,1,0,G141017,29,2012999,0,,4061,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1060 TIDEWATER DRIVE,CBNS075014,OF075702,0, 
2319,22581,G141018,MHNS,39,6.470000000000000,0.830000000000000,1956,NS,30,I,Good,12/6/2004 0:00:00,CN,12134218.609999999000000,3478651.381010000100000,1,0,G141018,30,2000014,0,,4076,CON, , , ,0,0,0,CONC,0,DM,08,37,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1108 TIDEWATER DRIVE,MHNS075015,OF075702,0, 
2320,22582,G141053,MH,32,9.640000000000001,6.500000000000000,1956,ST, ,I, ,10/27/2002 0:00:00,CN,12134553.329200000000000,3479681.057510000200000,1,0,G141053,30,2000015,0,,3822,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,966 GOFF STREET,MH075016,OF075702,0, 
2321,22583,G15578,MH,32,5.390000000000000,-1.280000000000000,1927,ST, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/1/2016 0:00:00,MOSWALD,12134518.705600001000000,3475200.907790000100000,1,0,G15578,30,2013001,0,,5475,PRIVATE, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1401 CLAIBORNE AVENUE,MH075017,OF075702,0, 
2322,22584,F15541,MH,32,6.110000000000000,-4.950000000000000,1955,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12133355.800000001000000,3475040.850029999900000,1,0,F15541,30,2013004,0,,5587,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,354 HOLT STREET,MH075018,OF075702,0, 
2323,22585,G15858,MH,32,9.199999999999999,5.480000000000000,1927,ST, ,I, ,12/6/2004 0:00:00,CN,12135221.695000000000000,3477739.251780000000000,1,0,G15858,30,2013005,0,2/3/2016 0:00:00,4468,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,966 HANSON AVENUE,MH075019,OF075588,0, 
2324,22586,G15585,MH,32,6.040000000000000,0.200000000000000,1927,ST, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/1/2016 0:00:00,MOSWALD,12134745.163899999000000,3475235.629730000200000,1,0,G15585,30,2013006,0,,5367,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1501 CLAIBORNE AVENUE,MH075020,OF075702,0, 
2325,22587,G14990,MH,32,4.700000000000000,1.840000000000000,1956,ST, ,I, ,12/13/2004 0:00:00,CN,12134101.699999999000000,3478293.820020000000000,1,0,G14990,30,2013007,0,,4225,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1000 TIDEWATER DRIVE,MH075021,OF075702,0, 
2326,22588,F141008,MH,32,5.330000000000000,-0.190000000000000,1956,ST, ,I,Rim 6.5 Assumed,11/11/2004 0:00:00,CN,12133959.900000000000000,3478647.259990000200000,1,0,F141008,30,2000016,0,,4140,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1001 TIDEWATER DRIVE,MH075022,OF075702,0, 
2327,22589,G15841,MH,32,6.160000000000000,2.140000000000000,1927,ST, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1/29/2016 0:00:00,MOSWALD,12134730.699999999000000,3477210.200000000200000,1,0,G15841,30,2013011,0,2/3/2016 0:00:00,4407,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,901 CECELIA STREET,MH075023,OF075702,0, 
2328,22590,G15828,MH,32,6.760000000000000,0.630000000000000,1927,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12134528.626300000000000,3477363.155540000200000,1,0,G15828,30,2013012,0,,4651,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,916 MAY AVENUE,MH075024,OF075702,0, 
2329,22591,G15798,PICN,50,6.800000000000000,0.880000000000000,1927,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12134183.699999999000000,3477551.979979999800000,1,0,G15798,32,2013013,0,,4517,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1130 TABB STREET,PICN075025,OF075702,0, 
2330,22592,G15579,MH,32,4.850000000000000,-1.030000000000000,1927,ST, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/1/2016 0:00:00,MOSWALD,12134559.004200000000000,3475165.643340000000000,1,0,G15579,30,2013014,0,,5475,PRIVATE, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1451 CLAIBORNE AVENUE,MH075026,OF075702,0, 
2331,22593,F14982,PICN,50,6.950000000000000,0.470000000000000,1956,NA, ,I, ,12/15/2004 0:00:00,CN,12133862.600000000000000,3478302.619990000000000,1,0,F14982,32,2013020,0,,4227,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,963 E VIRGINIA BEACH BOULEVARD,PICN075027,OF075702,0, 
2332,22594,G15581,MH,32,5.300000000000000,-0.490000000000000,1927,ST, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/1/2016 0:00:00,MOSWALD,12134670.944399999000000,3475246.703060000200000,1,0,G15581,30,2013024,0,,5475,PRIVATE, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1501 CLAIBORNE AVENUE,MH075028,OF075702,0, 
2333,22595,F141006,MH,32,8.630000000000001,-0.050000000000000,1956,ST, ,I, ,11/24/2004 0:00:00,CN,12133890.600000000000000,3478516.720009999800000,1,0,F141006,30,2000265,0,,4117,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1001 TIDEWATER DRIVE,MH075029,OF075702,0, 
2334,22596,G15580,MH,32,6.120000000000000,-0.960000000000000,1927,ST, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/1/2016 0:00:00,MOSWALD,12134604.199999999000000,3475225.120010000200000,1,0,G15580,30,2013028,0,,5475,PRIVATE, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1451 CLAIBORNE AVENUE,MH075030,OF075702,0, 
2335,22597,G151115,PICN,50,7.410000000000000,0.550000000000000,1927,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12134453.699999999000000,3477396.849990000000000,1,0,G151115,32,2013031,0,,4520,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,916 MAY AVENUE,PICN075031,OF075702,0, 
2336,22598,G15857,MH,32,9.150000000000000,5.580000000000000,1927,ST, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1/29/2016 0:00:00,MOSWALD,12135156.124700001000000,3477575.358020000200000,1,0,G15857,30,2013035,0,2/3/2016 0:00:00,4468,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,949 HANSON AVENUE,MH075032,OF075588,0, 
2337,22599,G15565,MH,32,5.230000000000000,-1.290000000000000,1927,ST, ,I, ,12/13/2004 0:00:00,CN,12134220.699999999000000,3475195.530030000000000,1,0,G15565,30,2013037,0,,5427,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,400 RESERVOIR AVENUE,MH075033,OF075702,0, 
2338,22600,F15542,PICN,50,4.000000000000000,-4.670000000000000,1955,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12133456.400000000000000,3475117.419989999800000,1,0,F15542,32,2013039,0,,5528,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,354 HOLT STREET,PICN075034,OF075702,0, 
2339,22601,G15571,CBNS,10,3.300000000000000,-1.800000000000000,1927,NS,30X19-30,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/2/2016 0:00:00,MOSWALD,12134396.324999999000000,3475046.554169999900000,1,0,G15571,29,2013041,0,,5553,CON, , , ,0,0,0,CONC,0,DM,08,11,G,MOSWALD,2/2/2016 0:00:00,GISNORFOLK,11/2/2016 0:00:00,1,401 PARK AVENUE,CBNS075035,OF075702,0, 
2340,22602,G15806,MH,32,7.410000000000000,0.530000000000000,1927,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12134439.500000000000000,3477402.740000000200000,1,0,G15806,30,2013043,0,,4520,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,916 MAY AVENUE,MH075036,OF075702,0, 
2341,22603,G141041,PICN,50,9.100000000000000,6.240000000000000,1956,NA, ,I, ,11/22/2004 0:00:00,CN,12134913.699999999000000,3479530.929980000000000,1,0,G141041,32,2000017,0,,3841,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1030 GOFF STREET,PICN075037,OF075702,0, 
2342,22604,F15791,MH,32,7.770000000000000,0.220000000000000,1955,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12133919.300000001000000,3477625.669979999800000,1,0,F15791,30,2013044,0,,4487,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,850 TIDEWATER DRIVE,MH075038,OF075702,0, 
2343,22605,F15653,PICN,50,3.900000000000000,-2.230000000000000,1955,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12133354.699999999000000,3476004.830010000200000,1,0,F15653,32,2013045,0,,5229,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,630 TIDEWATER DRIVE,PICN075039,OF075702,0, 
2344,22606,F15622,PICN,50,3.600000000000000,-4.630000000000000,1955,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12133151.600000000000000,3475262.640019999800000,1,0,F15622,32,2013047,0,,5481,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,327 TIDEWATER DRIVE,PICN075040,OF075702,0, 
2345,22607,F15643,PICN,50,3.200000000000000,-3.350000000000000,1955,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12133153.100000000000000,3475696.220000000200000,1,0,F15643,32,2013048,0,,5379,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,421 TIDEWATER DRIVE,PICN075041,OF075702,0, 
2346,22608,F14781,PICN,50,4.300000000000000,-2.030000000000000,1956,NA, ,I,assumed Rim elevation,1/29/2016 0:00:00,MOSWALD,12133607.400000000000000,3478002.510009999900000,1,0,F14781,32,2013050,0,,4375,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,985 BAGNALL ROAD,PICN075042,OF075702,0, 
2347,22609,F15647,MH,32,3.340000000000000,-3.170000000000000,1955,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12133199.300000001000000,3475731.210020000100000,1,0,F15647,30,2013051,0,,5344,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,421 TIDEWATER DRIVE,MH075043,OF075702,0, 
2348,22610,F14938,MH,32,3.530000000000000,-0.660000000000000,1956,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12133374.866300000000000,3478271.458170000000000,1,0,F14938,30,2013052,0,,4282,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,930 BAGNALL ROAD,MH075044,OF075702,0, 
2349,22611,F14932,PICN,50,3.400000000000000,-1.640000000000000,1956,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12133634.699999999000000,3478040.690020000100000,1,0,F14932,32,2013053,0,,4318,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,970 BAGNALL ROAD,PICN075045,OF075702,0, 
2350,22612,G15850,MH,32,8.770000000000000,5.770000000000000,1927,ST, ,I, Stormwater Management Pond,11/22/2004 0:00:00,CN,12135131.351800000000000,3477453.833219999900000,1,0,G15850,30,2013054,0,2/3/2016 0:00:00,3667,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1250 BOOTH STREET,MH075046,OF075588,0, 
2351,22613,G15574,CBNS,10,7.030000000000000,0.350000000000000,1927,NS,30X19-30,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/2/2016 0:00:00,MOSWALD,12134546.000000000000000,3474938.710000000000000,1,0,G15574,29,2013055,0,,5563,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,401 PARK AVENUE,CBNS075047,OF075702,0, 
2352,22614,F15531,MH,32,5.650000000000000,-5.000000000000000,1955,ST, ,I, ,12/6/2004 0:00:00,CN,12133343.699999999000000,3475003.850019999800000,1,0,F15531,30,2013056,0,,5587,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,351 HOLT STREET,MH075048,OF075702,0, 
2353,22615,G15839,CBNS,10,6.350000000000000,2.440000000000000,1927,NS,30X19-30,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1/29/2016 0:00:00,MOSWALD,12134723.205499999000000,3477210.825699999900000,1,0,G15839,29,2013057,0,2/3/2016 0:00:00,4407,CON, , , ,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,11/2/2016 0:00:00,1,901 CECELIA STREET,CBNS075049,OF075702,0, 
2354,22616,G141033,CBNS,10,9.949999999999999,4.280000000000000,1956,NS,30X19-30,I, ,12/1/2004 0:00:00,CN,12134430.685799999000000,3478984.693529999800000,1,0,G141033,29,2000018,0,,4013,CON, , , ,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1160 TIDEWATER DRIVE,CBNS075050,OF075702,0, 
2355,22617,G15586,CBNS,10,6.410000000000000,0.970000000000000,1927,NS,30X19-30,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,2/1/2016 0:00:00,MOSWALD,12134765.740300000000000,3475240.766979999800000,1,0,G15586,29,2013058,0,,5367,CON, , , ,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1501 CLAIBORNE AVENUE,CBNS075051,OF075702,0, 
2356,22618,F15651,PICN,50,3.900000000000000,-2.290000000000000,1955,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12133343.000000000000000,3475990.040029999800000,1,0,F15651,32,2013059,0,,5229,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,630 TIDEWATER DRIVE,PICN075052,OF075702,0, 
2357,22619,F14975,PICN,50,6.070000000000000,-0.910000000000000,1956,NA, ,I, ,12/2/2004 0:00:00,CN,12133761.500000000000000,3478271.889990000100000,1,0,F14975,32,2013062,0,,4276,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,963 E VIRGINIA BEACH BOULEVARD,PICN075053,OF075702,0, 
2358,22620,F15546,MH,32,5.140000000000000,-4.370000000000000,1955,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12133562.699999999000000,3475198.140019999800000,1,0,F15546,30,2013065,0,,5200,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,354 HOLT STREET,MH075054,OF075702,0, 
2359,22621,G141013,PICN,50,5.990000000000000,-0.420000000000000,1956,NA, ,I, ,11/11/2004 0:00:00,CN,12134052.000000000000000,3478592.299999999800000,1,0,G141013,32,2000019,0,,4190,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1001 TIDEWATER DRIVE,PICN075055,OF075702,0, 
2360,22622,F14941,MH,32,3.530000000000000,-0.290000000000000,1956,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12133341.199999999000000,3478279.980000000000000,1,0,F14941,30,2013068,0,,4209,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,947 BAGNALL ROAD,MH075056,OF075702,0, 
2361,22623,G141042,MH,32,9.440000000000000,6.480000000000000,1956,ST, ,I, ,12/2/2004 0:00:00,CN,12134892.900000000000000,3479548.359989999800000,1,0,G141042,30,2000020,0,,3841,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1030 GOFF STREET,MH075057,OF075702,0, 
2362,22624,F15794,CBNS,10,5.070000000000000,0.260000000000000,1955,NS,30X19-30,I, ,1/29/2016 0:00:00,MOSWALD,12133985.699999999000000,3477594.520000000000000,1,0,F15794,29,2013070,0,,4487,CON, , , ,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,11/2/2016 0:00:00,1,850 TIDEWATER DRIVE,CBNS075058,OF075702,0, 
2363,22625,F14777,PICN,50,4.750000000000000,-2.310000000000000,1956,NA, ,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1/29/2016 0:00:00,MOSWALD,12133496.100000000000000,3477851.360009999900000,1,0,F14777,32,2013073,0,,4375,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,839 TIDEWATER DRIVE,PICN075059,OF075702,0, 
2364,22626,F15540,PICN,50,6.000000000000000,-4.960000000000000,1955,NA, ,I, ,11/22/2004 0:00:00,CN,12133333.400000000000000,3475027.600010000200000,1,0,F15540,32,2013075,0,,5587,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,351 HOLT STREET,PICN075060,OF075702,0, 
2365,22627,G141015,MH,32,7.190000000000000,-3.700000000000000,1956,ST, ,I, ,11/22/2004 0:00:00,CN,12134109.699999999000000,3478570.649980000200000,1,0,G141015,30,2000267,0,,4193,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,1060 TIDEWATER DRIVE,MH075061,OF075702,0, 
2366,22628,G15846,CBNS,10,7.510000000000000,2.170000000000000,1927,NS,30X19-30,I,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1/29/2016 0:00:00,MOSWALD,12134752.463400001000000,3477206.005599999800000,1,0,G15846,29,2013081,0,2/3/2016 0:00:00,4437,CON, , , ,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,11/2/2016 0:00:00,1,901 CECELIA STREET,CBNS075062,OF075702,0, 
2367,22629,F141004,DI,16,6.000000000000000,2.250000000000000,1956,GR, ,I, ,12/1/2004 0:00:00,CN,12133762.199999999000000,3478365.919979999800000,1,0,F141004,29,2013082,0,,4197,CON, , , ,0,0,0,CONC,0,DM,08,16,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,930 E VIRGINIA BEACH BOULEVARD,DI075063,OF075702,0, 
2368,22630,F15762,PICN,50,2.010000000000000,-3.300000000000000,1955,NA, ,I, ,1/29/2016 0:00:00,MOSWALD,12133256.500000000000000,3477533.890000000100000,1,0,F15762,32,2013083,0,,4497,CON, , , ,0,0,0,CONC,0,DM,08,54,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,900 TUNSTALL AVENUE,PICN075064,OF075702,0, 
2369,22631,F141003,MH,32,5.380000000000000,-0.810000000000000,1956,ST, ,I,Cracks in Wall,11/15/2004 0:00:00,CN,12133802.500000000000000,3478341.610009999900000,1,0,F141003,30,2013085,0,,4227,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,930 E VIRGINIA BEACH BOULEVARD,MH075065,OF075702,0, 
2370,22632,F146050,MH,32,8.359999999999999,2.650000000000000,1956,ST, ,I,Cracks in Wall;Sediment,11/15/2004 0:00:00,CN,12133482.439999999000000,3478541.760009999900000,1,0,F146050,30,2000300,0,,3735,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,873 E VIRGINIA BEACH BOULEVARD,MH075066,OF075702,0, 
2371,22633,F14779,YB,66,3.970000000000000,0.740000000000000,1956,GR, ,I, ,1/29/2016 0:00:00,MOSWALD,12133539.210000001000000,3477827.930019999900000,1,0,F14779,29,2013099,0,,4375,CON, , , ,0,0,0,CONC,0,DM,08,64,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,837 TIDEWATER DRIVE,YB075067,OF075702,0, 
2372,22634,F14780,MH,32,4.900000000000000,-2.030000000000000,1956,ST, ,I, ,1/29/2016 0:00:00,MOSWALD,12133591.060000001000000,3477976.522990000000000,1,0,F14780,30,2013100,0,,4375,CON, , , ,0,0,0,CONC,0,DM,08,36,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,985 BAGNALL ROAD,MH075068,OF075702,0, 
2373,22635,F14930,CBNS,10,3.150000000000000,-1.800000000000000,1956,NS,30X19-30,I, ,1/29/2016 0:00:00,MOSWALD,12133624.400000000000000,3478023.899999999900000,1,0,F14930,29,2013101,0,,4339,CON, , , ,0,0,0,CONC,0,DM,08,11,U,SW,,GISNORFOLK,11/2/2016 0:00:00,1,970 BAGNALL ROAD,CBNS075069,OF075702,0, 
2374,22636,F14934,MHNS,39,4.550000000000000,-1.320000000000000,1956,NS,30,I,Sediment,1/29/2016 0:00:00,MOSWALD,12133527.470000001000000,3478163.941999999800000,1,0,F14934,30,2013103,0,,4282,CON, , , ,0,0,0,CONC,0,DM,08,37,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,948 BAGNALL ROAD,MHNS075071,OF075702,0, 
2375,22637,F14935,MHNS,39,3.560000000000000,-0.710000000000000,1956,NS,30,I,Sediment,1/29/2016 0:00:00,MOSWALD,12133398.600000000000000,3478254.899999999900000,1,0,F14935,30,2013104,0,,4282,CON, , , ,0,0,0,CONC,0,DM,08,37,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,930 BAGNALL ROAD,MHNS075072,OF075702,0, 
2376,22638,F14937,CBNS,10,3.743000000000000,2.880000000000000,1956,NS,30X19-30,I,Sediment,1/29/2016 0:00:00,MOSWALD,12133399.000000000000000,3478288.600029999900000,1,0,F14937,29,2013105,0,,4251,CON, , , ,0,0,0,CONC,0,DM,08,11,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,930 BAGNALL ROAD,CBNS075073,OF075702,0, 
2377,22639,F14942,CBNS,10,3.770000000000000,0.120000000000000,1956,NS,30X19-30,I,Cracks in Wall;Debris - Full,1/29/2016 0:00:00,MOSWALD,12133368.730000000000000,3478306.038000000200000,1,0,F14942,29,2013106,0,,4210,CON, , , ,0,0,0,CONC,0,DM,08,11,F,SW,,GISNORFOLK,11/2/2016 0:00:00,1,930 BAGNALL ROAD,CBNS075074,OF075702,0, 
2378,22640,F14944,MHNS,39,3.670000000000000,0.260000000000000,1956,NS,30,I,Sediment,1/29/2016 0:00:00,MOSWALD,12133302.100000000000000,3478302.779999999800000,1,0,F14944,30,2013107,0,,4209,CON, , , ,0,0,0,CONC,0,DM,08,37,G,SW,,GISNORFOLK,11/2/2016 0:00:00,1,900 BAGNALL ROAD,MHNS075075,OF075702,0, 
