OBJECTID,Upstream_S,Upstream_I,Upstream_A,Downstream,Downstre_1,Downstre_2,Pipe_ID,Pipe_Geome,Horizontal,Vertical_D,Pipe_Size,Pipe_Lengt,Pipe_Mater,Condition,Comments,Enabled,COMPTYPE,COMPKEY,UNITID,UNITID2,MAINCOMP1,MAINCOMP2,PARLINENO,Date_VERIF,Dbasin,Owner,Picture_ID,Picture__1,Percent_Bl,Pipe_Quant,Pipe_Squas,SurveyDate,Verified_B,Source,Major_Wate,Year_Insta,PIPE_LININ,Downstre_3,Upstream_1,created_us,created_da,last_edite,last_edi_1,Verified_L,DOCID,OUTFALL,Shape_Leng
20210,G152004,6.33000000000,0,G152001,6.82000000000,0,G152004-G152001,CR,24.00000000000,0.00000000000,24'',89.00000000000,CONC,U,,1,31,2016353,G152004,G152001,32,32,,,5593,CON,,,0,0,0,,SW,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070767,,95.32222249680
20211,,4.30000000000,0,,4.20000000000,0,,CR,15.00000000000,0.00000000000,15'',130.00000000000,CONC,U,,1,31,2016355,,,29,32,,,5586,CON,,,0,0,0,,SW,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070768,,140.66585927300
20212,G161913,9.82600000000,0,G161906,0.88000000000,1,G161913-G161906,CR,42.00000000000,0.00000000000,42'',90.00000000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2021423,G161913,G161906,32,32,,2016/02/02,5703,CON,,,0,0,0,,MOSWALD,DM,08,1927,0,G161906,G161913,SW,,MOSWALD,2016/06/09,4,STPIPE070769,,111.99606369400
20213,,0.00000000000,0,,0.00000000000,0,,UK,0.00000000000,0.00000000000,0'',61.82101754000,UNK,U,,1,31,2021424,,,32,29,,,5721,CON,,,0,0,0,,SW,DM,08,999,0,,,SW,,GISNORFOLK,2016/11/01,1,STPIPE070770,,66.13503902220
20214,G151929,1.75000000000,0,G161928,1.13000000000,0,G151929-G161928,CR,36.00000000000,0.00000000000,36'',265.00000000000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2016356,G151929,G161928,32,32,,2016/02/02,5668,CON,,,0,0,0,,MOSWALD,DM,08,999,0,,,MOSWALD,2016/02/02,MOSWALD,2016/06/09,3,STPIPE070771,,281.13652536600
20215,G161923,0.00000000000,0,G161922,0.00000000000,0,G161923-G161922,UK,0.00000000000,0.00000000000,0'',64.00523443000,UNK,U,,1,31,2021425,G161923,G161922,32,32,,,5702,CON,,,0,0,0,,SW,DM,08,999,0,G161922,G161923,SW,,GISNORFOLK,2016/11/01,1,STPIPE070772,,62.21227796300
20216,G161915,0.00000000000,0,G161913,0.00000000000,0,G161915-G161913,UK,0.00000000000,0.00000000000,0'',38.39559675000,UNK,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2021426,G161915,G161913,32,32,,2016/02/02,5764,CON,,,0,0,0,,MOSWALD,DM,08,999,0,G161915,G161913,MOSWALD,2016/02/02,GISNORFOLK,2016/11/01,1,STPIPE070773,,32.11947818440
20217,,3.80000000000,1,,3.51000000000,1,,CR,0.00000000000,0.00000000000,0'',69.57992016000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2021427,,,32,29,,2016/02/01,5721,CON,,,0,0,0,,MOSWALD,DM,08,1927,0,,,MOSWALD,2016/02/01,GISNORFOLK,2016/11/01,4,STPIPE070774,,69.14443256320
20218,,3.88000000000,1,G16227,3.99000000000,1,,CR,0.00000000000,0.00000000000,0'',90.64392423000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2021428,,G16227,32,32,,2016/02/01,5721,CON,,,0,0,0,,MOSWALD,DM,08,1927,0,G16227,,MOSWALD,2016/02/01,GISNORFOLK,2016/11/01,4,STPIPE070775,,79.32418401370
20219,,3.51000000000,1,,1.94800000000,1,,CR,0.00000000000,0.00000000000,0'',149.26422025000,CONC,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2021194,,,32,32,,2016/02/01,5721,CON,,,0,0,0,,MOSWALD,DM,08,1927,0,,,MOSWALD,2016/02/01,GISNORFOLK,2016/11/01,4,STPIPE070776,,149.13161730900
20230,G152335,-0.47000000000,0,G152329,-0.37500000000,0,G152335-G152329,CR,18.00000000000,0.00000000000,18'',82.18819457000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020758,G152335,G152329,32,30,,2016/02/01,4825,PRIVATE,GI523335-G152329_1,GI523335-G152329_2,0,1,0,2011/02/17,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070787,,82.18819789040
20231,G157305,-0.23400000000,0,G157309,-0.58000000000,0,G157305-G157309,CR,24.00000000000,0.00000000000,24'',124.24981616000,RCP,G,,1,31,2020566,G157305,G157309,32,30,,2014/10/23,3667,CON,G157305-G157309_1,G157305-G157309_2,0,1,0,,SW,TG,08,1927,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE070788,,124.37226153400
20232,G1573271,6.50900000000,0,G1573269,5.55600000000,0,G1573271-G1573269,CR,15.00000000000,0.00000000000,15'',159.58543257000,RCP,G,,1,31,2745522,G1573271,G1573269,30,30,,2014/11/05,8,PRIVATE,G1573097-G1573099_1,G1573097-G1573099_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070789,,159.58542809300
20233,G1573269,5.55600000000,0,G1573270,4.84000000000,0,G1573269-G1573270,CR,15.00000000000,0.00000000000,15'',46.86594625000,RCP,G,,1,31,2744028,G1573269,G1573270,30,30,,2014/11/05,8,PRIVATE,G1573099-G1573100_1,G1573099-G1573100_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070790,,46.86594653190
20234,G1573266,5.34400000000,0,G1573271,3.87300000000,0,G1573266-G1573271,CR,15.00000000000,0.00000000000,15'',37.98360915000,RCP,G,,1,31,2744187,G1573266,G1573271,29,30,,2014/11/05,8,PRIVATE,G1573095-G1573097_1,G1573095-G1573097_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070791,,37.98360703340
20235,G1573091,0.00000000000,0,G152337,0.00000000000,0,G1573091-G152337,UK,0.00000000000,0.00000000000,0'',62.89055775000,UNK,U,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020718,G1573091,G152337,30,30,,2016/02/01,4922,PRIVATE,,,999,1,999,,MOSWALD,DM,08,999,0,,,SW,,GISNORFOLK,2016/11/01,3,STPIPE070792,,62.89055671070
20236,G1573071,3.28000000000,1,G1573061,8.93000000000,0,G1573071-G1573061,CR,8.00000000000,0.00000000000,8'',43.07334348000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2019918,G1573071,G1573061,29,29,,2016/02/01,4988,PRIVATE,G1573071-G1573061_1,,10,1,0,,MOSWALD,DM,08,1927,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE070793,,43.07334178240
20237,G157300,9.39000000000,1,G152316,6.95800000000,0,G157300-G152316,CR,15.00000000000,0.00000000000,15'',24.95462897000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020749,G157300,G152316,29,29,,2016/02/01,5079,PRIVATE,G157300-G152316_1,,0,1,0,,MOSWALD,DM,08,1927,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE070794,,24.95462991160
20238,G1573061,8.93000000000,0,G1573051,2.31000000000,1,G1573061-G1573051,CR,8.00000000000,0.00000000000,8'',60.30665429000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020831,G1573061,G1573051,29,32,,2016/02/01,4988,PRIVATE,G1573061-G1573051_1,,10,1,0,,MOSWALD,DM,08,1927,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE070795,,60.30665941800
20239,G157309,-5.08000000000,0,G1573225,0.00000000000,0,G157309-G1573225,BX,72.00000000000,48.00000000000,72''X48'',21.36080088000,RCP,G,,1,31,2743997,G157309,G1573225,30,30,,2014/10/23,3667,CON,G157309-G1573160_1,G157309-G1573160_2,0,1,0,2011/02/17,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070796,,16.84712144790
20240,G157301,7.45200000000,0,G152316,7.05800000000,0,G157301-G152316,CR,12.00000000000,0.00000000000,12'',52.14636803000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2020899,G157301,G152316,32,29,,2016/02/01,5139,PRIVATE,G157301-G152316_1,G157301-G152316_2,0,1,0,,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070797,,52.14637280150
20241,G1573268,0.00000000000,0,G1573271,9.30900000000,0,G1573268-G1573271,CR,12.00000000000,0.00000000000,12'',16.42924938000,CMP,G,,1,31,2743999,G1573268,G1573271,29,30,,2014/11/05,8,PRIVATE,G1573154-G1573097_1,G1573154-G1573097_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070798,,16.42925247640
20242,G1573217,-0.59900000000,0,G152335,-0.47000000000,0,G1573217-G152335,CR,18.00000000000,0.00000000000,18'',47.84084053000,RCP,G,,1,31,2744237,G1573217,G152335,30,32,,2014/09/30,4823,CON,G1573163-G152335_1,G1573163-G152335_2,0,1,0,2011/02/17,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070799,,47.84083628720
20243,G1573226,0.00000000000,0,G1573225,0.00000000000,0,G1573226-G1573225,CR,18.00000000000,0.00000000000,18'',14.03320786000,CLAY,F,,1,31,2744238,G1573226,G1573225,32,30,,2014/10/23,3667,CON,G1573153-G1573160_1,,0,1,0,2011/02/17,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070800,,15.28120084350
20244,G1573209,7.12900000000,0,G1573210,6.65500000000,0,G1573209-G1573210,CR,15.00000000000,0.00000000000,15'',41.27971308000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744239,G1573209,G1573210,30,29,,2016/02/01,5072,PRIVATE,G1573175-G1573176_1,G1573175-G1573176_2,0,1,0,2011/02/18,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070801,,41.27971324800
20245,G1573210,6.75500000000,0,G1573208,6.82700000000,0,G1573210-G1573208,CR,15.00000000000,0.00000000000,15'',59.75189578000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744293,G1573210,G1573208,29,30,,2016/02/01,5072,PRIVATE,G1573176-G1573177_1,G1573176-G1573177_2,0,1,0,2011/02/18,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070802,,59.75189712960
20246,G1573245,7.83900000000,0,G1573246,7.94200000000,0,G1573245-G1573246,CR,15.00000000000,0.00000000000,15'',7.97087080000,RCP,G,,1,31,2745155,G1573245,G1573246,29,30,,2014/10/24,4801,CON,G1573183-G1573182_1,G1573183-G1573182_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070803,,7.97087485531
20247,G1573242,7.58400000000,0,G1573243,7.73200000000,0,G1573242-G1573243,CR,15.00000000000,0.00000000000,15'',6.29062204000,RCP,G,,1,31,2744294,G1573242,G1573243,29,30,,2014/10/24,4801,CON,G1573181-G1573180_1,G1573181-G1573180_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070804,,6.29062036430
20248,G1573261,8.39300000000,0,G1573263,7.92100000000,0,G1573261-G1573263,CR,15.00000000000,0.00000000000,15'',172.49694124000,RCP,G,,1,31,2744075,G1573261,G1573263,30,30,,2014/10/31,4801,CON,G1573185-G1573187_1,G1573185-G1573187_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070805,,172.49693857900
20249,G1573247,7.18200000000,0,G1573244,6.74100000000,0,G1573247-G1573244,CR,15.00000000000,0.00000000000,15'',95.52284587000,RCP,G,,1,31,2744000,G1573247,G1573244,30,30,,2014/10/24,4801,CON,G1573188-G1573179_1,G1573188-G1573179_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070806,,94.95707959140
20250,G1573247,6.74100000000,0,G152248,6.16500000000,0,G1573247-G152248,CR,24.00000000000,0.00000000000,24'',8.85242232000,RCP,G,,1,31,2744001,G1573247,G152248,30,29,,2014/10/24,4801,CON,G1573188-G152248_1,G1573188-G152248_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070807,,8.29489123433
20251,G1573225,0.00000000000,0,G152356,-5.15800000000,0,G1573225-G152356,BX,72.00000000000,48.00000000000,72''X48'',252.93932584000,RCP,G,,1,31,2744022,G1573225,G152356,30,30,,2014/09/29,3667,CON,G1573160-G152356_1,G1573160-G152356_2,0,1,0,2011/02/17,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070808,,256.54819544100
20252,G1573227,0.00000000000,0,G157301,7.55200000000,0,G1573227-G157301,CR,12.00000000000,0.00000000000,12'',10.86277501000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744140,G1573227,G157301,30,32,,2016/02/01,5139,PRIVATE,G1573178-G157301_1,G1573178-G157301_2,0,1,0,2011/02/18,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070809,,10.86277299100
20253,G1573203,4.10800000000,0,G1573207,5.59300000000,0,G1573203-G1573207,CR,12.00000000000,0.00000000000,12'',84.84932429000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2745523,G1573203,G1573207,29,29,,2016/02/01,8,PRIVATE,G1573168-G1573169_1,G1573168-G1573169_2,0,1,0,2011/02/17,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070810,,82.04027332440
20254,G1573213,2.74700000000,0,G152353,2.57800000000,0,G1573213-G152353,CR,15.00000000000,0.00000000000,15'',34.96376023000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744066,G1573213,G152353,30,29,,2016/02/01,8,PRIVATE,G1573162-G152353_1,G1573162-G152353_2,0,1,0,2011/02/17,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070811,,34.96376190930
20255,G1573208,6.02700000000,0,G152303,5.39100000000,0,G1573208-G152303,CR,15.00000000000,0.00000000000,15'',20.92619211000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2745524,G1573208,G152303,30,29,,2016/02/01,5077,PRIVATE,G1573177-G152303_1,G1573177-G152303_2,0,1,0,2011/02/18,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070812,,20.92618964350
20256,G1573216,5.72900000000,0,G152340,0.33199999000,0,G1573216-G152340,CR,12.00000000000,0.00000000000,12'',33.37558036000,RCP,G,,1,31,2744295,G1573216,G152340,29,30,,2014/09/30,3667,CON,G1573164-G152340_1,G1573164-G152340_2,0,1,0,2011/02/17,SW,TG,08,999,0,,,SW,,GISNORFOLK,2016/11/02,3,STPIPE070813,OF075711,33.37557637810
20257,G1573205,3.40100000000,0,G1573201,6.92600000000,0,G1573205-G1573201,CR,6.00000000000,0.00000000000,6'',41.48110816000,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744189,G1573205,G1573201,29,29,,2016/02/01,4857,PRIVATE,G1573171-G1573170_1,,0,1,0,2011/02/18,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070814,,41.48110810900
20258,G1573295,8.25100000000,0,G1573296,7.73000000000,0,G1573295-G1573296,CR,8.00000000000,0.00000000000,8'',34.25784275000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744029,G1573295,G1573296,29,29,,2016/02/01,5146,PRIVATE,G1573192-G1573193_1,G1573192-G1573193_2,0,1,0,2011/02/23,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070815,,34.25784249850
20259,G1573296,7.73000000000,0,G152223,7.68900000000,0,G1573296-G152223,CR,8.00000000000,0.00000000000,8'',40.79814627000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744030,G1573296,G152223,29,29,,2016/02/01,5146,PRIVATE,G1573193-G152223_1,G1573193-G152223_2,0,1,0,2011/02/23,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070816,,40.79814342270
20260,G1573263,7.92100000000,0,G1573247,6.74100000000,0,G1573263-G1573247,CR,15.00000000000,0.00000000000,15'',185.07524673000,RCP,G,,1,31,2745525,G1573263,G1573247,30,30,,2014/10/31,4801,CON,G1573187-G1573188_1,G1573187-G1573188_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070817,,186.09196217900
20261,G1573246,7.94200000000,0,G1573243,7.73200000000,0,G1573246-G1573243,CR,15.00000000000,0.00000000000,15'',115.15731050000,RCP,G,,1,31,2744067,G1573246,G1573243,30,30,,2014/10/24,4801,CON,G1573182-G1573180_1,G1573182-G1573180_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070818,,115.15731099100
20262,G1573243,7.73200000000,0,G1573244,7.18200000000,0,G1573243-G1573244,CR,15.00000000000,0.00000000000,15'',98.48611157000,RCP,G,,1,31,2745526,G1573243,G1573244,30,30,,2014/10/24,4801,CON,G1573180-G1573179_1,G1573180-G1573179_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070819,,98.04325664710
20263,G1573260,8.40700000000,0,G1573261,8.39300000000,0,G1573260-G1573261,CR,15.00000000000,0.00000000000,15'',6.97174318000,RCP,G,,1,31,2744068,G1573260,G1573261,29,30,,2014/10/31,4801,CON,G1573184-G1573185_1,G1573184-G1573185_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070820,,6.97173963943
20264,G1573262,8.07100000000,0,G1573263,8.02100000000,0,G1573262-G1573263,CR,15.00000000000,0.00000000000,15'',6.64496133000,RCP,G,,1,31,2744002,G1573262,G1573263,29,30,,2014/10/31,4801,CON,G1573186-G1573187_1,G1573186-G1573187_2,20,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070821,,6.64495611343
20265,G1573207,5.59300000000,0,G152321,4.88800000000,0,G1573207-G152321,CR,12.00000000000,0.00000000000,12'',99.27224697000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744023,G1573207,G152321,29,30,,2016/02/01,4874,PRIVATE,G1573169-G152321_1,G1573169-G152321_2,0,1,0,2011/02/17,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070822,,99.27224983060
20266,G1573201,6.82600000000,0,G152322,5.58900000000,0,G1573201-G152322,CR,8.00000000000,0.00000000000,8'',53.17320076000,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744003,G1573201,G152322,29,29,,2016/02/01,4857,PRIVATE,G1573170-G152322_1,G1573170-G152322_2,0,1,0,2011/02/18,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070823,,53.17320321850
20267,G1573212,2.60100000000,0,G152299,4.59900000000,0,G1573212-G152299,CR,6.00000000000,0.00000000000,6'',44.23970416000,PLAS,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744141,G1573212,G152299,29,29,,2016/02/01,5010,PRIVATE,G1573174-G152299_1,,0,1,0,2011/02/18,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070824,,44.23970831670
20268,G1573264,6.50500000000,0,G152239,7.84500000000,0,G1573264-G152239,CR,8.00000000000,0.00000000000,8'',25.75591298000,CLAY,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2743972,G1573264,G152239,30,29,,2016/02/01,5152,PRIVATE,G1573191-G152239_1,G1573191-G152239_2,0,1,0,2011/02/23,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070825,,26.76209880800
20269,G1573232,5.15700000000,0,G152183,5.21900000000,0,G1573232-G152183,CR,18.00000000000,0.00000000000,18'',49.39152475000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744076,G1573232,G152183,30,29,,2016/02/01,5395,PRIVATE,G1573194-G152183_1,G1573194-G152183_2,0,1,0,2011/02/24,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070826,,49.39152745300
20270,G1573265,7.39800000000,0,G152246,6.05700000000,0,G1573265-G152246,CR,15.00000000000,0.00000000000,15'',295.43590770000,RCP,G,,1,31,2743973,G1573265,G152246,29,30,,2014/10/31,5056,CON,G1573189-G152246_1,G1573189-G152246_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070827,,294.85555470500
20271,G1573248,7.13600000000,0,G152247,6.37900000000,0,G1573248-G152247,CR,15.00000000000,0.00000000000,15'',199.00377075000,RCP,G,,1,31,2744077,G1573248,G152247,29,32,,2014/10/24,5304,CON,G1573190-G152247_1,G1573190-G152247_2,0,1,0,2011/02/23,SW,TG,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070828,,199.00377076000
20272,G1573250,0.00000000000,0,G1573249,0.00000000000,0,G1573250-G1573249,CR,12.00000000000,0.00000000000,12'',93.70342448000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744190,G1573250,G1573249,29,29,,2016/02/01,5398,PRIVATE,G1573156-G1573157_1,G1573156-G1573157_2,0,1,0,2011/04/14,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070829,,93.70342472660
20273,G1573249,0.00000000000,0,G1573248,7.13600000000,0,G1573249-G1573248,CR,15.00000000000,0.00000000000,15'',127.87652033000,RCP,G,As shown on Clark Nexsen Existing Storm Drain Layout and Drainage Area Map 2005,1,31,2744191,G1573249,G1573248,29,29,,2016/02/01,4801,PRIVATE,G1573157-G1573190_1,G1573157-G1573190_2,0,1,0,2011/04/14,MOSWALD,DM,08,999,0,,,SW,,MOSWALD,2016/06/09,3,STPIPE070830,,127.87651506600
20274,G1573272,3.04400000000,0,G1573267,3.57300000000,0,G1573272-G1573267,CR,15.00000000000,0.00000000000,15'',81.91275501000,RCP,G,,1,31,2744031,G1573272,G1573267,29,30,,2014/11/05,8,PRIVATE,G1573104-G1573102_1,G1573104-G1573102_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070831,,81.91275712520
20275,G1573281,4.43300000000,0,G1573275,4.17400000000,0,G1573281-G1573275,CR,15.00000000000,0.00000000000,15'',24.41651795000,RCP,G,,1,31,2744032,G1573281,G1573275,29,29,,2014/11/05,8,PRIVATE,G1573109-G1573108_1,G1573109-G1573108_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070832,,24.41652086970
20276,G1573275,4.17400000000,0,G1573276,3.64500000000,0,G1573275-G1573276,CR,15.00000000000,0.00000000000,15'',23.60774449000,RCP,G,,1,31,2745157,G1573275,G1573276,29,29,,2014/11/05,8,PRIVATE,G1573108-G1573107_1,G1573108-G1573107_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070833,,23.60774645020
20277,G1573279,0.28900000000,0,G1573278,0.65400000000,0,G1573279-G1573278,CR,24.00000000000,0.00000000000,24'',32.07289325000,RCP,G,,1,31,2744296,G1573279,G1573278,30,30,,2014/11/05,8,PRIVATE,G1573111-G1573112_1,G1573111-G1573112_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070834,,32.07289660200
20278,G1573274,0.55400000000,0,G1573279,4.75400000000,0,G1573274-G1573279,CR,24.00000000000,0.00000000000,24'',62.15988722000,RCP,G,,1,31,2745527,G1573274,G1573279,29,30,,2014/11/05,8,PRIVATE,G1573112-G1573113_1,G1573112-G1573113_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070835,,62.15988625380
20279,G1573270,4.84000000000,0,G1573267,3.27300000000,0,G1573270-G1573267,CR,15.00000000000,0.00000000000,15'',82.19743389000,RCP,G,,1,31,2744090,G1573270,G1573267,30,30,,2014/11/05,8,PRIVATE,G1573100-G1573102_1,G1573100-G1573102_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070836,,82.19743517260
20280,G1573277,3.30800000000,0,G1573282,2.63600000000,0,G1573277-G1573282,CR,15.00000000000,0.00000000000,15'',7.42694934000,RCP,G,,1,31,2745205,G1573277,G1573282,30,29,,2014/11/05,8,PRIVATE,G1573106-G1573105_1,G1573106-G1573105_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070837,,7.42694917824
20281,G1573267,3.27300000000,0,G1573278,0.48899999000,0,G1573267-G1573278,CR,15.00000000000,0.00000000000,15'',162.73423948000,RCP,G,,1,31,2744024,G1573267,G1573278,30,30,,2014/11/05,8,PRIVATE,G1573102-G1573111_1,G1573102-G1573111_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070838,,162.73423891000
20282,G1573276,3.64500000000,0,G1573277,3.30800000000,0,G1573276-G1573277,CR,15.00000000000,0.00000000000,15'',23.66870635000,RCP,G,,1,31,2744004,G1573276,G1573277,29,30,,2014/11/05,8,PRIVATE,G1573107-G1573106_1,G1573107-G1573106_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070839,,23.66870313250
20283,G1573278,-0.36700000000,0,G1573273,0.48900000000,0,G1573278-G1573273,CR,18.00000000000,0.00000000000,18'',11.17458311000,RCP,G,,1,31,2744026,G1573278,G1573273,30,29,,2014/11/05,8,PRIVATE,G1573110-G1573111_1,G1573110-G1573111_2,0,1,0,2011/04/21,TG,TG,08,999,0,,,SW,,MOSWALD,2016/05/11,3,STPIPE070840,,11.17458194960
20284,G157310,1.19600000000,0,G152357,0.40800000000,0,G157310-G152357,CR,15.00000000000,0.00000000000,15'',32.94727419000,RCP,G,,1,31,2019921,G157310,G152357,29,29,,2012/06/15,3667,CON,G157310-G152357_1,G157310-G152357_2,0,1,0,,SW,TG,08,1927,0,,,SW,,MOSWALD,2016/06/09,4,STPIPE070841,,35.09277098510
